,Down,Yards,Quarter,DefendersInTheBox
420302,1,9,4,8.0
420323,2,5,4,8.0
420343,2,2,1,7.0
420372,1,2,1,7.0
420387,2,0,1,7.0
420407,1,3,1,9.0
420430,1,2,1,8.0
420451,2,7,1,6.0
420475,2,4,1,6.0
420504,1,6,1,7.0
420519,1,4,1,7.0
420539,1,7,1,7.0
420555,2,6,1,7.0
420578,1,10,1,7.0
420606,1,2,1,7.0
420627,3,3,2,9.0
420650,1,16,2,8.0
420665,1,11,2,6.0
420687,1,5,2,8.0
420715,2,2,2,7.0
420737,3,5,2,7.0
420761,1,-1,2,6.0
420783,2,7,2,6.0
420803,1,14,2,6.0
420824,2,43,2,7.0
420847,1,15,2,6.0
420869,1,6,2,6.0
420883,2,0,2,11.0
420914,3,1,2,11.0
420937,2,6,2,6.0
420959,2,4,2,7.0
420977,1,2,2,5.0
420999,3,13,2,7.0
421023,1,6,3,8.0
421047,1,7,3,6.0
421069,2,4,3,6.0
421091,2,3,3,6.0
421112,1,8,3,8.0
421127,2,1,3,7.0
421156,3,-4,3,9.0
421177,2,-3,3,6.0
421201,1,3,3,6.0
421221,1,5,3,6.0
421238,1,-1,3,7.0
421259,1,-1,3,11.0
421284,1,1,4,6.0
421311,1,0,4,7.0
421333,2,3,4,6.0
421346,1,2,4,6.0
421368,1,0,4,6.0
421399,2,6,4,6.0
421421,1,1,4,7.0
421443,2,-4,4,6.0
421457,1,0,4,9.0
421487,1,6,4,7.0
421509,2,5,4,7.0
421531,1,0,4,7.0
421548,1,-2,1,8.0
421574,2,4,1,6.0
421605,1,5,1,6.0
421627,2,1,1,6.0
421640,1,16,1,6.0
421662,1,3,1,7.0
421693,1,7,1,5.0
421715,2,1,1,8.0
421738,3,-3,1,9.0
421749,1,2,1,7.0
421772,1,1,1,6.0
421791,1,1,2,7.0
421813,2,1,2,6.0
421839,2,0,2,6.0
421869,3,0,2,7.0
421882,2,0,2,7.0
421901,3,10,2,7.0
421936,1,25,2,6.0
421948,1,4,2,8.0
421970,2,2,2,8.0
421992,1,1,2,10.0
422023,2,3,2,5.0
422045,2,2,3,6.0
422067,1,15,3,6.0
422089,3,6,3,6.0
422102,1,15,3,8.0
422124,1,2,3,6.0
422146,2,-4,3,8.0
422168,1,2,3,8.0
422190,2,-1,3,7.0
422221,1,4,3,6.0
422243,2,4,3,6.0
422266,1,1,3,9.0
422278,1,12,3,6.0
422300,3,6,3,6.0
422322,1,-2,4,8.0
422342,3,2,4,7.0
422366,4,1,4,8.0
422388,1,-2,4,6.0
422419,1,59,4,6.0
422441,1,15,4,6.0
422464,1,-1,4,10.0
422476,1,-3,4,8.0
422498,1,1,1,5.0
422516,3,3,1,7.0
422542,2,2,1,8.0
422563,2,1,1,9.0
422595,1,4,1,6.0
422617,1,3,1,6.0
422639,3,0,1,7.0
422660,1,-4,1,7.0
422683,1,-4,1,6.0
422696,2,7,2,7.0
422718,1,-1,2,8.0
422740,1,7,2,7.0
422762,2,2,2,7.0
422784,1,4,2,5.0
422806,2,7,2,7.0
422828,1,-2,2,7.0
422850,2,0,2,6.0
422872,3,0,2,8.0
422894,4,1,2,8.0
422916,2,2,2,8.0
422947,1,32,2,7.0
422956,1,13,2,6.0
422982,2,-1,2,6.0
423013,1,19,3,6.0
423026,1,1,3,7.0
423057,1,3,3,6.0
423070,1,1,3,7.0
423092,2,-2,3,8.0
423123,1,3,3,6.0
423146,3,3,3,7.0
423166,2,0,3,6.0
423188,1,7,3,6.0
423202,1,5,3,7.0
423224,1,2,3,8.0
423246,1,5,3,7.0
423268,1,3,3,7.0
423290,2,0,3,8.0
423309,3,-12,3,7.0
423343,1,6,4,7.0
423364,1,17,4,7.0
423380,1,10,4,5.0
423400,1,3,4,7.0
423422,2,4,4,8.0
423444,1,27,4,8.0
423466,1,5,4,8.0
423488,2,0,4,8.0
423501,1,7,1,7.0
423523,1,1,1,7.0
423563,1,16,1,7.0
423584,1,7,1,6.0
423589,3,5,1,6.0
423619,1,6,1,6.0
423632,2,-1,1,7.0
423662,3,6,1,5.0
423695,1,7,1,8.0
423699,2,7,1,8.0
423728,2,3,1,6.0
423761,1,3,1,6.0
423765,1,5,2,6.0
423787,2,1,2,8.0
423816,2,1,2,6.0
423849,1,3,2,7.0
423871,2,3,2,7.0
423892,1,3,2,6.0
423915,2,5,2,7.0
423937,3,1,2,7.0
423959,1,2,2,6.0
423980,1,0,2,8.0
424003,2,3,3,7.0
424014,2,3,3,6.0
424029,1,3,3,6.0
424069,1,3,3,5.0
424091,2,0,3,8.0
424095,1,0,3,6.0
424117,2,10,3,6.0
424139,1,5,3,6.0
424161,1,1,3,6.0
424183,2,23,4,6.0
424213,2,14,4,6.0
424245,1,10,4,6.0
424267,1,25,4,6.0
424289,2,-1,4,6.0
424300,3,-5,4,4.0
424333,1,3,4,5.0
424355,1,9,4,7.0
424377,2,4,4,6.0
424381,1,0,4,7.0
424410,3,4,4,4.0
424443,1,-2,4,7.0
424465,1,4,4,6.0
424487,2,5,4,7.0
424509,3,0,4,8.0
424529,1,0,1,6.0
424551,2,3,1,7.0
424575,2,1,1,7.0
424588,1,7,1,6.0
424606,2,2,1,7.0
424632,3,2,1,7.0
424654,1,0,1,8.0
424686,1,-2,1,7.0
424708,2,8,1,7.0
424716,1,4,1,6.0
424737,2,4,1,6.0
424771,2,3,2,7.0
424786,1,2,2,7.0
424804,2,4,2,6.0
424830,1,3,2,7.0
424852,1,12,2,7.0
424874,1,5,2,6.0
424896,2,7,2,7.0
424913,1,6,2,6.0
424940,1,0,2,7.0
424962,2,6,2,6.0
424984,3,2,2,6.0
425006,1,31,3,7.0
425028,2,2,3,7.0
425045,3,3,3,7.0
425072,1,4,3,6.0
425090,1,3,3,6.0
425116,2,9,3,6.0
425138,3,0,3,9.0
425169,1,3,3,6.0
425188,3,12,3,8.0
425214,1,4,3,6.0
425222,1,27,3,6.0
425244,1,0,3,6.0
425276,1,5,3,7.0
425298,2,7,3,8.0
425314,1,33,4,7.0
425332,1,1,4,7.0
425358,2,5,4,6.0
425375,1,0,4,10.0
425402,2,0,4,9.0
425424,3,1,4,9.0
425446,1,2,4,7.0
425478,1,5,4,6.0
425486,1,3,4,8.0
425508,2,24,4,8.0
425534,1,1,1,7.0
425556,1,4,1,6.0
425578,1,26,1,7.0
425598,1,8,1,7.0
425620,2,8,1,6.0
425655,1,2,1,7.0
425666,1,2,1,7.0
425688,1,1,1,8.0
425710,2,2,1,7.0
425742,1,0,1,7.0
425764,2,5,1,7.0
425776,1,3,2,7.0
425808,2,0,2,7.0
425831,3,32,2,6.0
425853,1,-4,2,7.0
425864,1,4,2,7.0
425886,2,51,2,6.0
425919,1,5,2,7.0
425941,1,1,2,6.0
425963,1,1,3,7.0
425985,1,6,3,6.0
426007,2,6,3,7.0
426018,1,3,3,7.0
426040,3,4,3,3.0
426072,2,19,3,8.0
426094,1,2,3,8.0
426116,1,7,3,8.0
426138,2,2,3,8.0
426148,1,5,3,7.0
426170,2,7,3,7.0
426192,2,-3,3,8.0
426226,1,8,4,7.0
426248,2,15,4,7.0
426270,1,11,4,7.0
426292,1,3,4,7.0
426314,2,1,4,7.0
426326,2,-1,4,7.0
426348,2,1,4,8.0
426381,1,3,4,7.0
426402,1,-1,4,8.0
426424,3,0,4,7.0
426446,1,1,4,7.0
426468,2,2,4,8.0
426490,3,2,4,7.0
426511,3,0,1,7.0
426521,1,33,1,7.0
426557,1,11,1,7.0
426578,1,-2,1,7.0
426598,1,14,1,7.0
426622,1,-2,1,7.0
426631,1,2,1,7.0
426653,2,1,1,7.0
426686,2,0,1,7.0
426697,2,-6,1,5.0
426731,1,1,1,6.0
426755,1,2,1,6.0
426763,2,2,2,7.0
426782,1,10,2,6.0
426810,1,2,2,6.0
426829,2,11,2,7.0
426851,1,21,2,7.0
426873,1,5,2,7.0
426899,2,6,2,8.0
426921,2,2,2,7.0
426943,2,2,2,7.0
426961,1,-4,2,6.0
426982,3,15,2,4.0
427005,1,11,3,7.0
427030,1,8,3,6.0
427049,2,0,3,7.0
427082,1,5,3,7.0
427104,2,4,3,7.0
427126,1,2,3,10.0
427137,1,10,3,7.0
427159,1,5,3,7.0
427184,2,4,3,6.0
427206,3,2,3,7.0
427228,1,-3,3,6.0
427258,1,-2,3,6.0
427279,1,-2,4,7.0
427295,1,20,4,7.0
427316,1,2,4,6.0
427338,1,18,4,6.0
427368,1,6,4,7.0
427390,2,4,4,8.0
427412,1,3,4,8.0
427434,2,2,4,7.0
427455,1,1,4,7.0
427471,2,5,4,6.0
427493,3,2,4,6.0
427511,1,3,1,7.0
427531,2,4,1,6.0
427553,1,11,1,6.0
427576,2,0,1,6.0
427598,3,2,1,7.0
427631,2,1,1,7.0
427642,1,3,1,6.0
427663,3,1,1,6.0
427685,2,5,1,6.0
427723,1,4,1,6.0
427742,2,6,1,7.0
427752,2,1,2,6.0
427786,1,1,2,6.0
427797,1,1,2,7.0
427829,1,-1,2,7.0
427852,2,28,2,7.0
427877,1,7,2,6.0
427897,2,5,2,7.0
427919,1,5,2,7.0
427927,1,12,2,6.0
427962,1,5,3,7.0
427984,1,7,3,7.0
428006,2,4,3,6.0
428031,1,19,3,7.0
428053,1,5,3,7.0
428059,1,1,3,6.0
428097,1,9,3,6.0
428119,2,10,3,7.0
428141,1,1,3,6.0
428163,4,13,3,8.0
428185,1,2,3,8.0
428191,1,4,4,6.0
428213,2,-2,4,5.0
428250,1,-1,4,7.0
428257,1,3,4,6.0
428280,2,6,4,7.0
428302,3,2,4,7.0
428324,1,5,4,6.0
428346,2,2,4,6.0
428368,3,0,4,6.0
428404,1,3,4,7.0
428426,2,20,4,7.0
428449,2,6,4,7.0
428471,1,6,4,7.0
428493,1,2,4,7.0
428515,2,1,4,6.0
428522,1,2,4,7.0
428543,2,-3,4,5.0
428580,1,2,1,7.0
428603,2,3,1,7.0
428624,1,2,1,7.0
428645,3,3,1,6.0
428657,1,2,1,8.0
428677,2,4,1,6.0
428701,3,2,1,9.0
428721,2,3,1,6.0
428745,1,6,1,7.0
428767,2,3,1,7.0
428799,2,0,2,6.0
428810,1,6,2,6.0
428845,1,32,2,7.0
428866,1,3,2,7.0
428888,2,2,2,6.0
428898,1,2,2,5.0
428920,2,5,3,5.0
428953,2,14,3,6.0
428976,2,12,3,6.0
428997,2,2,3,6.0
429009,1,11,3,8.0
429031,1,4,3,9.0
429053,2,8,3,8.0
429075,1,0,3,9.0
429109,1,2,3,7.0
429129,1,9,4,6.0
429151,2,5,4,6.0
429173,1,4,4,6.0
429197,2,1,4,7.0
429217,2,18,4,6.0
429240,2,2,4,8.0
429261,1,8,4,6.0
429283,2,3,4,6.0
429293,2,1,4,8.0
429326,3,0,1,7.0
429338,1,1,1,7.0
429360,2,1,1,7.0
429382,2,11,1,6.0
429405,1,5,1,7.0
429426,3,4,1,6.0
429448,1,3,1,6.0
429481,1,9,1,6.0
429499,2,4,1,7.0
429515,1,9,1,8.0
429536,2,6,2,7.0
429568,1,3,2,6.0
429590,2,5,2,6.0
429603,2,5,2,7.0
429633,1,1,2,7.0
429654,3,-1,2,7.0
429669,2,1,2,7.0
429701,1,3,2,6.0
429723,1,-1,2,6.0
429734,1,4,3,6.0
429756,1,6,3,6.0
429778,2,5,3,6.0
429810,1,3,3,6.0
429822,1,5,3,6.0
429844,3,1,3,6.0
429868,4,0,3,8.0
429899,1,-1,3,7.0
429911,1,2,3,7.0
429942,2,12,3,7.0
429964,1,5,3,7.0
429976,2,7,4,5.0
429998,2,6,4,6.0
430028,1,5,4,7.0
430050,2,8,4,7.0
430072,1,4,4,7.0
430098,1,6,4,7.0
430116,2,3,4,7.0
430138,1,2,4,6.0
430160,2,3,4,8.0
430186,1,-3,4,7.0
430205,1,1,4,7.0
430226,2,3,4,8.0
430233,1,2,1,7.0
430267,2,2,1,8.0
430284,1,8,1,7.0
430310,2,21,1,8.0
430333,1,1,1,6.0
430355,2,12,1,6.0
430377,1,15,1,7.0
430394,1,1,1,7.0
430409,2,0,1,7.0
430445,1,4,1,7.0
430467,1,1,1,8.0
430474,4,0,2,9.0
430509,1,97,2,8.0
430519,1,-3,2,7.0
430540,2,4,2,6.0
430576,1,5,2,6.0
430598,1,8,2,6.0
430620,2,5,2,7.0
430642,2,6,2,7.0
430650,3,-5,2,4.0
430685,1,1,3,7.0
430701,1,7,3,6.0
430723,2,1,3,7.0
430745,3,5,3,7.0
430774,1,9,3,8.0
430796,2,-2,3,7.0
430812,2,7,3,7.0
430838,1,4,3,7.0
430862,3,0,4,8.0
430878,1,0,4,6.0
430905,2,2,4,7.0
430927,1,2,4,7.0
430949,1,2,4,7.0
430958,1,3,4,6.0
430992,1,3,4,7.0
431015,1,3,4,7.0
431036,2,6,4,7.0
431060,1,3,4,7.0
431082,2,1,4,7.0
431107,1,4,1,7.0
431130,3,3,1,7.0
431152,2,2,1,7.0
431173,1,2,1,7.0
431196,1,1,1,7.0
431218,2,6,1,6.0
431230,1,4,1,7.0
431245,2,0,1,7.0
431283,1,7,1,7.0
431305,2,6,1,7.0
431329,1,-1,1,6.0
431339,1,7,1,7.0
431361,2,1,2,6.0
431393,1,1,2,7.0
431399,2,13,2,7.0
431421,2,3,2,7.0
431449,4,0,2,6.0
431481,1,4,2,8.0
431503,1,4,2,6.0
431524,1,-3,2,8.0
431547,2,3,2,6.0
431571,1,2,2,6.0
431591,2,1,2,6.0
431614,1,-1,2,7.0
431627,1,4,3,8.0
431641,1,7,3,7.0
431671,1,2,3,7.0
431702,2,2,3,7.0
431723,3,2,3,8.0
431746,2,-1,3,5.0
431758,1,5,3,7.0
431773,2,2,3,8.0
431802,1,5,3,6.0
431825,2,3,3,7.0
431839,3,-1,3,5.0
431861,1,3,3,6.0
431890,1,2,4,6.0
431912,3,3,4,6.0
431943,1,7,4,8.0
431965,1,0,4,6.0
431988,1,21,4,6.0
432010,1,2,4,6.0
432033,1,1,4,7.0
432055,1,2,4,7.0
432076,2,2,1,7.0
432100,1,11,1,7.0
432121,2,-2,1,7.0
432143,2,4,1,6.0
432167,2,1,1,7.0
432178,1,9,1,7.0
432200,2,4,1,7.0
432217,2,5,1,7.0
432241,1,-5,1,7.0
432266,1,5,1,7.0
432288,2,1,1,7.0
432321,1,2,1,7.0
432343,2,3,1,6.0
432365,4,-1,2,9.0
432376,1,4,2,6.0
432398,2,5,2,7.0
432420,3,2,2,8.0
432438,1,4,2,7.0
432460,2,2,2,6.0
432496,1,2,2,8.0
432515,1,8,2,7.0
432540,2,4,2,7.0
432559,2,-2,2,8.0
432568,2,3,2,6.0
432596,1,4,3,6.0
432618,1,1,3,7.0
432640,2,5,3,7.0
432671,1,-2,3,7.0
432684,1,4,3,7.0
432703,2,7,3,8.0
432728,1,4,3,6.0
432750,1,4,3,6.0
432772,2,5,3,7.0
432794,3,2,3,8.0
432812,1,13,3,7.0
432835,1,4,3,7.0
432860,2,1,3,6.0
432876,1,7,4,7.0
432904,1,3,4,7.0
432926,3,5,4,7.0
432948,1,2,4,7.0
432970,2,5,4,8.0
432992,1,7,4,8.0
433010,1,2,4,7.0
433031,2,0,4,8.0
433056,1,6,1,7.0
433079,2,11,1,7.0
433100,1,10,1,6.0
433119,1,4,1,6.0
433156,1,7,1,8.0
433177,2,8,1,7.0
433199,3,2,1,6.0
433220,1,0,1,7.0
433243,2,23,1,6.0
433258,2,2,1,6.0
433276,2,5,1,6.0
433310,1,4,1,8.0
433321,1,7,1,8.0
433342,3,-2,2,7.0
433375,1,0,2,7.0
433386,2,7,2,6.0
433409,1,3,2,5.0
433441,1,1,2,8.0
433456,3,4,2,5.0
433478,3,4,2,5.0
433497,1,5,2,7.0
433519,2,4,2,6.0
433541,3,2,2,8.0
433562,2,6,2,6.0
433595,1,14,2,5.0
433617,2,3,3,5.0
433628,1,1,3,7.0
433650,1,3,3,6.0
433684,2,2,3,7.0
433695,1,4,3,7.0
433716,1,65,3,7.0
433742,1,1,3,8.0
433770,2,17,3,7.0
433793,1,2,3,8.0
433805,1,9,3,7.0
433827,2,4,3,7.0
433849,1,6,3,7.0
433881,1,1,3,7.0
433893,1,14,4,7.0
433914,1,-3,4,7.0
433936,2,6,4,7.0
433962,1,3,4,5.0
433980,1,14,4,6.0
434002,1,5,4,7.0
434025,2,-2,4,8.0
434047,1,0,4,7.0
434069,2,8,4,8.0
434091,3,-5,4,8.0
434113,1,3,4,8.0
434135,2,-1,4,7.0
434157,3,10,4,7.0
434191,1,10,4,5.0
434198,1,2,1,6.0
434220,1,-1,1,6.0
434248,1,9,1,8.0
434270,2,2,1,8.0
434292,1,0,1,8.0
434314,2,-1,1,6.0
434330,1,1,1,6.0
434351,2,15,1,5.0
434374,1,1,1,6.0
434404,1,11,1,8.0
434428,1,7,2,8.0
434446,2,1,2,8.0
434462,1,7,2,6.0
434484,2,1,2,6.0
434506,3,3,2,6.0
434534,1,0,2,8.0
434550,1,9,2,6.0
434572,2,3,2,6.0
434591,2,9,2,6.0
434615,1,5,2,5.0
434638,2,3,2,6.0
434660,1,21,2,6.0
434682,1,3,2,6.0
434712,1,6,2,8.0
434734,2,-3,2,6.0
434754,1,3,3,7.0
434778,1,3,3,8.0
434798,2,2,3,7.0
434820,1,-5,3,8.0
434844,3,8,3,6.0
434858,1,3,3,6.0
434880,3,0,3,6.0
434908,1,5,3,8.0
434930,2,8,3,6.0
434946,1,0,3,6.0
434968,1,2,3,6.0
434990,2,3,3,5.0
435018,1,24,4,7.0
435040,1,3,4,7.0
435062,1,4,4,7.0
435084,2,7,4,7.0
435100,2,3,4,6.0
435122,1,13,4,6.0
435152,1,1,4,7.0
435173,1,7,4,5.0
435194,1,-1,4,7.0
435218,2,-1,4,7.0
435229,1,2,4,6.0
435254,2,5,4,6.0
435276,3,36,4,6.0
435298,1,0,4,8.0
435320,2,2,4,8.0
435355,1,5,1,6.0
435377,2,2,1,7.0
435400,2,1,1,7.0
435422,3,0,1,6.0
435429,1,13,1,8.0
435450,1,1,1,7.0
435471,2,3,1,6.0
435495,1,2,1,8.0
435517,2,1,1,7.0
435540,1,2,1,8.0
435561,2,3,1,8.0
435598,1,13,1,8.0
435620,1,-1,1,7.0
435642,2,9,1,6.0
435649,1,3,2,7.0
435685,1,-3,2,6.0
435692,2,-1,2,7.0
435714,1,9,2,7.0
435736,2,1,2,7.0
435761,1,7,2,9.0
435782,2,6,2,7.0
435818,1,-1,2,7.0
435840,1,2,2,5.0
435847,1,2,3,7.0
435868,3,5,3,5.0
435906,1,7,3,8.0
435928,2,-5,3,8.0
435936,1,23,3,7.0
435956,1,1,3,7.0
435994,1,1,3,6.0
436016,3,0,3,8.0
436023,1,29,3,6.0
436046,2,8,3,8.0
436082,1,4,3,7.0
436105,2,8,3,7.0
436110,1,3,4,8.0
436131,1,0,4,7.0
436152,2,4,4,6.0
436193,1,21,4,7.0
436213,1,4,4,6.0
436235,1,3,4,8.0
436258,1,8,4,6.0
436263,1,9,4,7.0
436287,2,2,4,7.0
436307,1,3,4,7.0
436330,2,4,4,7.0
436361,1,6,1,7.0
436383,1,6,1,6.0
436405,2,15,1,7.0
436429,1,9,1,6.0
436451,2,2,1,7.0
436471,1,-7,1,6.0
436490,1,6,1,7.0
436511,2,-1,1,7.0
436536,1,1,1,8.0
436558,1,1,1,7.0
436581,2,-3,1,6.0
436603,1,15,1,7.0
436627,1,3,1,6.0
436648,1,1,2,6.0
436670,1,5,2,6.0
436688,1,8,2,6.0
436710,2,4,2,7.0
436734,2,1,2,8.0
436757,1,3,2,6.0
436779,1,-1,2,6.0
436798,1,3,3,7.0
436820,1,-1,3,7.0
436842,1,2,3,7.0
436867,1,3,3,7.0
436889,1,9,3,6.0
436911,2,3,3,6.0
436933,1,1,3,6.0
436952,1,-1,3,7.0
436978,1,1,3,8.0
437000,1,17,3,7.0
437023,1,2,4,7.0
437045,2,4,4,7.0
437065,1,6,4,6.0
437087,2,3,4,8.0
437109,1,32,4,8.0
437133,1,1,4,8.0
437154,1,2,4,9.0
437176,2,2,4,9.0
437198,3,5,4,9.0
437220,1,5,1,8.0
437236,1,-1,1,7.0
437258,2,2,1,7.0
437289,2,2,1,6.0
437301,2,7,1,6.0
437323,2,2,1,6.0
437345,3,1,1,6.0
437374,1,0,1,6.0
437389,2,5,1,7.0
437411,2,4,1,6.0
437440,1,1,2,8.0
437456,3,1,2,6.0
437473,4,-9,2,7.0
437511,1,4,2,7.0
437532,2,3,2,6.0
437549,2,3,2,7.0
437572,1,8,2,8.0
437594,2,5,2,7.0
437619,3,3,2,6.0
437638,1,-2,2,7.0
437654,1,0,2,6.0
437675,2,6,3,7.0
437707,2,2,3,6.0
437726,2,7,3,6.0
437741,1,3,3,6.0
437764,1,1,3,5.0
437792,1,0,3,7.0
437815,2,2,3,7.0
437835,1,2,4,8.0
437857,2,7,4,6.0
437879,3,-2,4,8.0
437905,2,-3,4,6.0
437918,1,3,4,6.0
437951,1,4,4,8.0
437973,2,1,4,8.0
437988,1,3,1,6.0
438010,1,-1,1,6.0
438039,1,4,1,7.0
438054,2,10,1,6.0
438076,1,1,1,7.0
438086,1,5,1,7.0
438108,2,4,1,6.0
438131,2,4,1,7.0
438164,1,6,1,6.0
438174,1,-2,1,6.0
438196,3,7,1,7.0
438218,1,12,2,6.0
438240,1,0,2,6.0
438262,1,-1,2,7.0
438296,1,2,2,7.0
438325,2,1,2,8.0
438328,1,-3,2,6.0
438351,2,-4,2,5.0
438391,2,2,2,6.0
438412,2,8,2,6.0
438420,1,7,2,7.0
438438,2,1,2,7.0
438460,1,18,2,6.0
438482,1,4,3,7.0
438504,2,3,3,7.0
438527,1,3,3,7.0
438548,1,1,3,8.0
438582,1,8,3,6.0
438613,2,0,3,7.0
438614,1,1,3,7.0
438636,2,-1,3,8.0
438658,2,3,3,6.0
438692,1,2,3,7.0
438714,2,0,3,7.0
438725,2,0,3,6.0
438765,1,20,4,7.0
438787,1,-4,4,7.0
438810,1,-2,4,6.0
438813,1,1,4,6.0
438852,1,0,4,9.0
438864,1,-2,1,6.0
438887,1,1,1,7.0
438921,1,2,1,8.0
438943,2,3,1,6.0
438951,1,4,1,7.0
438975,2,4,1,6.0
439009,2,4,1,6.0
439019,1,0,1,7.0
439040,4,8,1,7.0
439062,1,3,1,6.0
439084,2,2,1,7.0
439106,3,22,1,7.0
439128,1,8,1,8.0
439149,2,3,1,7.0
439185,1,3,1,6.0
439194,1,3,1,6.0
439216,1,-1,2,6.0
439239,2,1,2,7.0
439273,2,6,2,7.0
439283,2,2,2,7.0
439296,3,0,2,7.0
439339,2,3,2,6.0
439348,1,25,2,7.0
439370,1,0,2,6.0
439392,2,4,2,6.0
439413,1,1,2,7.0
439436,1,4,2,7.0
439458,2,4,2,7.0
439473,4,1,2,10.0
439502,1,-2,2,6.0
439524,3,11,2,4.0
439559,3,22,2,3.0
439581,1,14,3,6.0
439603,2,9,3,6.0
439612,1,-3,3,7.0
439647,1,2,3,7.0
439669,2,11,3,6.0
439691,2,-3,3,7.0
439713,2,5,3,6.0
439733,1,4,3,7.0
439757,1,0,3,11.0
439779,2,0,3,11.0
439787,1,4,3,7.0
439821,2,4,4,6.0
439845,1,2,4,8.0
439867,1,2,4,7.0
439887,2,-3,4,6.0
439909,2,9,4,7.0
439931,1,2,4,6.0
439955,1,3,4,9.0
439977,2,1,4,9.0
439999,3,0,4,8.0
440021,1,29,5,6.0
440043,2,3,5,7.0
440065,1,7,5,7.0
440087,2,-3,5,6.0
440096,1,7,5,6.0
440120,1,0,1,7.0
440136,1,1,1,5.0
440174,1,2,1,7.0
440196,1,1,1,7.0
440208,1,0,1,7.0
440240,2,3,1,6.0
440262,1,0,1,6.0
440284,2,1,1,11.0
440296,2,1,1,5.0
440318,1,1,1,7.0
440350,1,7,2,6.0
440373,2,4,2,6.0
440384,1,0,2,5.0
440405,1,-3,2,7.0
440438,1,2,2,6.0
440460,2,2,2,6.0
440472,2,1,2,8.0
440504,2,4,2,6.0
440526,1,20,2,5.0
440537,1,1,2,6.0
440571,1,1,3,7.0
440593,1,4,3,7.0
440614,1,6,3,7.0
440626,2,9,3,5.0
440648,3,3,3,5.0
440670,1,1,3,6.0
440692,2,5,3,4.0
440714,1,7,3,5.0
440747,1,1,3,5.0
440768,1,5,4,6.0
440780,1,18,4,6.0
440802,1,5,4,6.0
440824,1,18,4,5.0
440856,4,2,4,6.0
440868,1,2,4,6.0
440890,1,11,4,6.0
440912,1,3,4,6.0
440934,1,1,4,7.0
440956,2,0,4,7.0
440986,1,3,1,7.0
441007,2,17,1,7.0
441030,1,-1,1,6.0
441051,1,3,1,8.0
441073,2,1,1,7.0
441086,1,0,1,6.0
441108,2,53,1,6.0
441140,1,10,1,6.0
441162,2,1,1,7.0
441174,1,10,1,6.0
441208,1,3,2,7.0
441230,2,3,2,6.0
441249,1,2,2,7.0
441272,2,3,2,6.0
441293,1,-1,2,6.0
441305,1,0,2,6.0
441328,1,13,2,6.0
441349,1,2,3,6.0
441382,1,1,3,11.0
441393,1,3,3,6.0
441417,1,18,3,6.0
441438,1,8,3,6.0
441473,1,-1,3,6.0
441495,1,-3,3,7.0
441505,1,13,4,6.0
441536,1,-2,4,7.0
441547,1,2,4,6.0
441580,1,5,4,7.0
441591,2,5,4,6.0
441624,1,0,4,8.0
441646,2,3,4,9.0
441668,3,0,4,9.0
441686,1,2,1,6.0
441702,1,33,1,6.0
441730,2,2,1,7.0
441740,1,2,1,6.0
441762,2,17,1,6.0
441800,2,2,1,7.0
441818,1,-1,1,7.0
441828,1,-2,1,6.0
441862,2,8,1,6.0
441884,3,3,1,6.0
441910,2,7,2,6.0
441928,3,2,2,7.0
441954,1,-2,2,7.0
441960,1,-3,2,6.0
441982,2,4,2,5.0
442005,2,6,2,7.0
442027,1,3,2,7.0
442049,2,1,2,6.0
442084,1,7,2,7.0
442104,2,5,2,8.0
442126,1,0,2,9.0
442148,1,0,2,10.0
442170,2,1,2,10.0
442192,1,1,3,6.0
442218,1,30,3,8.0
442224,1,3,3,6.0
442246,1,13,3,6.0
442269,2,17,3,5.0
442290,3,0,3,8.0
442328,1,23,3,6.0
442334,2,3,3,6.0
442372,1,17,3,6.0
442390,1,7,3,6.0
442412,2,4,4,6.0
442434,1,17,4,6.0
442461,1,2,4,6.0
442482,1,16,4,6.0
442500,1,2,4,8.0
442511,1,7,4,6.0
442545,1,-2,4,7.0
442566,1,3,4,7.0
442591,2,7,4,6.0
442598,2,6,4,6.0
442622,1,5,4,6.0
442642,2,0,4,7.0
442664,1,2,4,7.0
442695,2,5,1,7.0
442716,2,5,1,6.0
442733,1,5,1,7.0
442759,1,7,1,6.0
442777,2,3,1,8.0
442813,1,2,1,8.0
442828,2,4,1,7.0
442849,2,11,1,5.0
442866,2,4,1,6.0
442887,1,0,1,8.0
442909,1,1,1,7.0
442931,1,0,2,7.0
442967,1,12,2,7.0
442988,1,3,2,7.0
443011,1,3,2,7.0
443026,2,5,2,7.0
443042,1,6,2,6.0
443064,2,2,2,6.0
443085,3,0,2,8.0
443108,2,6,2,6.0
443130,3,1,2,6.0
443164,2,6,2,7.0
443177,1,3,2,6.0
443200,2,4,2,7.0
443220,2,2,3,6.0
443245,1,4,3,7.0
443261,1,16,3,8.0
443284,1,27,3,7.0
443318,1,3,3,7.0
443339,1,12,3,6.0
443361,1,1,3,7.0
443371,1,4,3,8.0
443394,2,4,3,7.0
443418,3,3,3,6.0
443432,2,18,3,7.0
443459,1,3,3,7.0
443486,2,5,3,6.0
443505,1,1,3,6.0
443531,1,7,3,7.0
443548,2,2,4,6.0
443582,1,0,4,8.0
443603,2,11,4,7.0
443625,1,-1,4,8.0
443640,1,8,4,6.0
443662,2,0,4,8.0
443680,1,8,4,7.0
443702,1,0,4,6.0
443724,2,5,4,6.0
