,Down,Yards
417717,3,4
417738,1,9
417775,1,1
417798,3,11
417819,2,1
417842,1,4
417864,2,-1
417871,1,5
417893,1,1
417930,1,2
417941,2,8
417973,2,16
417995,2,8
418002,1,3
418025,1,8
418047,2,1
418084,1,1
418105,1,9
418127,2,2
418138,1,8
418159,2,1
418193,1,9
418215,2,3
418238,2,1
418259,1,8
418281,2,7
418302,1,3
418326,2,2
418347,4,0
418369,1,1
418391,2,-1
418417,1,18
418438,2,9
418452,2,-2
418470,1,-1
418491,2,0
418514,1,-5
418535,1,4
418570,1,13
418584,1,2
418606,2,12
418628,1,5
418650,1,9
418681,2,4
418701,1,5
418716,2,3
418728,1,1
418768,1,5
418782,1,5
418812,1,2
418826,2,4
418855,3,8
418866,1,3
418887,2,3
418910,1,-2
418934,2,3
418956,3,0
418987,1,2
419009,2,9
419032,1,9
419046,2,5
419063,1,4
419088,2,-3
419110,3,0
419141,1,2
419156,1,5
419185,2,-1
419208,1,4
419222,2,4
419235,1,2
419261,1,11
419283,2,3
419301,3,0
419323,2,6
419345,3,1
419385,1,6
419407,1,5
419429,2,3
419451,2,8
419455,1,0
419474,2,-2
419499,1,4
419539,1,5
419561,1,0
419564,1,12
419587,1,4
419609,1,5
419630,2,14
419671,1,19
419693,2,7
419715,1,5
419737,1,9
419759,2,2
419781,1,6
419803,3,4
419825,1,9
419840,2,2
419867,2,0
419884,3,15
419894,1,3
419921,1,1
419957,1,1
419973,1,5
419996,3,6
420023,1,4
420045,1,9
420067,2,0
420089,1,5
420111,2,5
420133,1,0
420141,1,5
420172,1,2
420199,2,1
420221,3,5
420229,1,0
420258,1,6
420280,2,3
420302,1,9
420323,2,5
420343,2,2
420372,1,2
420387,2,0
420407,1,3
420430,1,2
420451,2,7
420475,2,4
420504,1,6
420519,1,4
420539,1,7
420555,2,6
420578,1,10
420606,1,2
420627,3,3
420650,1,16
420665,1,11
420687,1,5
420715,2,2
420737,3,5
420761,1,-1
420783,2,7
420803,1,14
420824,2,43
420847,1,15
420869,1,6
420883,2,0
420914,3,1
420937,2,6
420959,2,4
420977,1,2
420999,3,13
421023,1,6
421047,1,7
421069,2,4
421091,2,3
421112,1,8
421127,2,1
421156,3,-4
421177,2,-3
421201,1,3
421221,1,5
421238,1,-1
421259,1,-1
421284,1,1
421311,1,0
421333,2,3
421346,1,2
421368,1,0
421399,2,6
421421,1,1
421443,2,-4
421457,1,0
421487,1,6
421509,2,5
421531,1,0
421548,1,-2
421574,2,4
421605,1,5
421627,2,1
421640,1,16
421662,1,3
421693,1,7
421715,2,1
421738,3,-3
421749,1,2
421772,1,1
421791,1,1
421813,2,1
421839,2,0
421869,3,0
421882,2,0
421901,3,10
421936,1,25
421948,1,4
421970,2,2
421992,1,1
422023,2,3
422045,2,2
422067,1,15
422089,3,6
422102,1,15
422124,1,2
422146,2,-4
422168,1,2
422190,2,-1
422221,1,4
422243,2,4
422266,1,1
422278,1,12
422300,3,6
422322,1,-2
422342,3,2
422366,4,1
422388,1,-2
422419,1,59
422441,1,15
422464,1,-1
422476,1,-3
422498,1,1
422516,3,3
422542,2,2
422563,2,1
422595,1,4
422617,1,3
422639,3,0
422660,1,-4
422683,1,-4
422696,2,7
422718,1,-1
422740,1,7
422762,2,2
422784,1,4
422806,2,7
422828,1,-2
422850,2,0
422872,3,0
422894,4,1
422916,2,2
422947,1,32
422956,1,13
422982,2,-1
423013,1,19
423026,1,1
423057,1,3
423070,1,1
423092,2,-2
423123,1,3
423146,3,3
423166,2,0
423188,1,7
423202,1,5
423224,1,2
423246,1,5
423268,1,3
423290,2,0
423309,3,-12
423343,1,6
423364,1,17
423380,1,10
423400,1,3
423422,2,4
423444,1,27
423466,1,5
423488,2,0
423501,1,7
423523,1,1
423563,1,16
423584,1,7
423589,3,5
423619,1,6
423632,2,-1
423662,3,6
423695,1,7
423699,2,7
423728,2,3
423761,1,3
423765,1,5
423787,2,1
423816,2,1
423849,1,3
423871,2,3
423892,1,3
423915,2,5
423937,3,1
423959,1,2
423980,1,0
424003,2,3
424014,2,3
424029,1,3
424069,1,3
424091,2,0
424095,1,0
424117,2,10
424139,1,5
424161,1,1
424183,2,23
424213,2,14
424245,1,10
424267,1,25
424289,2,-1
424300,3,-5
424333,1,3
424355,1,9
424377,2,4
424381,1,0
424410,3,4
424443,1,-2
424465,1,4
424487,2,5
424509,3,0
424529,1,0
424551,2,3
424575,2,1
424588,1,7
424606,2,2
424632,3,2
424654,1,0
424686,1,-2
424708,2,8
424716,1,4
424737,2,4
424771,2,3
424786,1,2
424804,2,4
424830,1,3
424852,1,12
424874,1,5
424896,2,7
424913,1,6
424940,1,0
424962,2,6
424984,3,2
425006,1,31
425028,2,2
425045,3,3
425072,1,4
425090,1,3
425116,2,9
425138,3,0
425169,1,3
425188,3,12
425214,1,4
425222,1,27
425244,1,0
425276,1,5
425298,2,7
425314,1,33
425332,1,1
425358,2,5
425375,1,0
425402,2,0
425424,3,1
425446,1,2
425478,1,5
425486,1,3
425508,2,24
425534,1,1
425556,1,4
425578,1,26
425598,1,8
425620,2,8
425655,1,2
425666,1,2
425688,1,1
425710,2,2
425742,1,0
425764,2,5
425776,1,3
425808,2,0
425831,3,32
425853,1,-4
425864,1,4
425886,2,51
425919,1,5
425941,1,1
425963,1,1
425985,1,6
426007,2,6
426018,1,3
426040,3,4
426072,2,19
426094,1,2
426116,1,7
426138,2,2
426148,1,5
426170,2,7
426192,2,-3
426226,1,8
426248,2,15
426270,1,11
426292,1,3
426314,2,1
426326,2,-1
426348,2,1
426381,1,3
426402,1,-1
426424,3,0
426446,1,1
426468,2,2
426490,3,2
426511,3,0
426521,1,33
426557,1,11
426578,1,-2
426598,1,14
426622,1,-2
426631,1,2
426653,2,1
426686,2,0
426697,2,-6
426731,1,1
426755,1,2
426763,2,2
426782,1,10
426810,1,2
426829,2,11
426851,1,21
426873,1,5
426899,2,6
426921,2,2
426943,2,2
426961,1,-4
426982,3,15
427005,1,11
427030,1,8
427049,2,0
427082,1,5
427104,2,4
427126,1,2
427137,1,10
427159,1,5
427184,2,4
427206,3,2
427228,1,-3
427258,1,-2
427279,1,-2
427295,1,20
427316,1,2
427338,1,18
427368,1,6
427390,2,4
427412,1,3
427434,2,2
427455,1,1
427471,2,5
427493,3,2
427511,1,3
427531,2,4
427553,1,11
427576,2,0
427598,3,2
427631,2,1
427642,1,3
427663,3,1
427685,2,5
427723,1,4
427742,2,6
427752,2,1
427786,1,1
427797,1,1
427829,1,-1
427852,2,28
427877,1,7
427897,2,5
427919,1,5
427927,1,12
427962,1,5
427984,1,7
428006,2,4
428031,1,19
428053,1,5
428059,1,1
428097,1,9
428119,2,10
428141,1,1
428163,4,13
428185,1,2
428191,1,4
428213,2,-2
428250,1,-1
428257,1,3
428280,2,6
428302,3,2
428324,1,5
428346,2,2
428368,3,0
428404,1,3
428426,2,20
428449,2,6
428471,1,6
428493,1,2
428515,2,1
428522,1,2
428543,2,-3
428580,1,2
428603,2,3
428624,1,2
428645,3,3
428657,1,2
428677,2,4
428701,3,2
428721,2,3
428745,1,6
428767,2,3
428799,2,0
428810,1,6
428845,1,32
428866,1,3
428888,2,2
428898,1,2
428920,2,5
428953,2,14
428976,2,12
428997,2,2
429009,1,11
429031,1,4
429053,2,8
429075,1,0
429109,1,2
429129,1,9
429151,2,5
429173,1,4
429197,2,1
429217,2,18
429240,2,2
429261,1,8
429283,2,3
429293,2,1
429326,3,0
429338,1,1
429360,2,1
429382,2,11
429405,1,5
429426,3,4
429448,1,3
429481,1,9
429499,2,4
429515,1,9
429536,2,6
429568,1,3
429590,2,5
429603,2,5
429633,1,1
429654,3,-1
429669,2,1
429701,1,3
429723,1,-1
429734,1,4
429756,1,6
429778,2,5
429810,1,3
429822,1,5
429844,3,1
429868,4,0
429899,1,-1
429911,1,2
429942,2,12
429964,1,5
429976,2,7
429998,2,6
430028,1,5
430050,2,8
430072,1,4
430098,1,6
430116,2,3
430138,1,2
430160,2,3
430186,1,-3
430205,1,1
430226,2,3
430233,1,2
430267,2,2
430284,1,8
430310,2,21
430333,1,1
430355,2,12
430377,1,15
430394,1,1
430409,2,0
430445,1,4
430467,1,1
430474,4,0
430509,1,97
430519,1,-3
430540,2,4
430576,1,5
430598,1,8
430620,2,5
430642,2,6
430650,3,-5
430685,1,1
430701,1,7
430723,2,1
430745,3,5
430774,1,9
430796,2,-2
430812,2,7
430838,1,4
430862,3,0
430878,1,0
430905,2,2
430927,1,2
430949,1,2
430958,1,3
430992,1,3
431015,1,3
431036,2,6
431060,1,3
431082,2,1
431107,1,4
431130,3,3
431152,2,2
431173,1,2
431196,1,1
431218,2,6
431230,1,4
431245,2,0
431283,1,7
431305,2,6
431329,1,-1
431339,1,7
431361,2,1
431393,1,1
431399,2,13
431421,2,3
431449,4,0
431481,1,4
431503,1,4
431524,1,-3
431547,2,3
431571,1,2
431591,2,1
431614,1,-1
431627,1,4
431641,1,7
431671,1,2
431702,2,2
431723,3,2
431746,2,-1
431758,1,5
431773,2,2
431802,1,5
431825,2,3
431839,3,-1
431861,1,3
431890,1,2
431912,3,3
431943,1,7
431965,1,0
431988,1,21
432010,1,2
432033,1,1
432055,1,2
432076,2,2
432100,1,11
432121,2,-2
432143,2,4
432167,2,1
432178,1,9
432200,2,4
432217,2,5
432241,1,-5
432266,1,5
432288,2,1
432321,1,2
432343,2,3
432365,4,-1
432376,1,4
432398,2,5
432420,3,2
432438,1,4
432460,2,2
432496,1,2
432515,1,8
432540,2,4
432559,2,-2
432568,2,3
432596,1,4
432618,1,1
432640,2,5
432671,1,-2
432684,1,4
432703,2,7
432728,1,4
432750,1,4
432772,2,5
432794,3,2
432812,1,13
432835,1,4
432860,2,1
432876,1,7
432904,1,3
432926,3,5
432948,1,2
432970,2,5
432992,1,7
433010,1,2
433031,2,0
433056,1,6
433079,2,11
433100,1,10
433119,1,4
433156,1,7
433177,2,8
433199,3,2
433220,1,0
433243,2,23
433258,2,2
433276,2,5
433310,1,4
433321,1,7
433342,3,-2
433375,1,0
433386,2,7
433409,1,3
433441,1,1
433456,3,4
433478,3,4
433497,1,5
433519,2,4
433541,3,2
433562,2,6
433595,1,14
433617,2,3
433628,1,1
433650,1,3
433684,2,2
433695,1,4
433716,1,65
433742,1,1
433770,2,17
433793,1,2
433805,1,9
433827,2,4
433849,1,6
433881,1,1
433893,1,14
433914,1,-3
433936,2,6
433962,1,3
433980,1,14
434002,1,5
434025,2,-2
434047,1,0
434069,2,8
434091,3,-5
434113,1,3
434135,2,-1
434157,3,10
434191,1,10
434198,1,2
434220,1,-1
434248,1,9
434270,2,2
434292,1,0
434314,2,-1
434330,1,1
434351,2,15
434374,1,1
434404,1,11
434428,1,7
434446,2,1
434462,1,7
434484,2,1
434506,3,3
434534,1,0
434550,1,9
434572,2,3
434591,2,9
434615,1,5
434638,2,3
434660,1,21
434682,1,3
434712,1,6
434734,2,-3
434754,1,3
434778,1,3
434798,2,2
434820,1,-5
434844,3,8
434858,1,3
434880,3,0
434908,1,5
434930,2,8
434946,1,0
434968,1,2
434990,2,3
435018,1,24
435040,1,3
435062,1,4
435084,2,7
435100,2,3
435122,1,13
435152,1,1
435173,1,7
435194,1,-1
435218,2,-1
435229,1,2
435254,2,5
435276,3,36
435298,1,0
435320,2,2
435355,1,5
435377,2,2
435400,2,1
435422,3,0
435429,1,13
435450,1,1
435471,2,3
435495,1,2
435517,2,1
435540,1,2
435561,2,3
435598,1,13
435620,1,-1
435642,2,9
435649,1,3
435685,1,-3
435692,2,-1
435714,1,9
435736,2,1
435761,1,7
435782,2,6
435818,1,-1
435840,1,2
435847,1,2
435868,3,5
435906,1,7
435928,2,-5
435936,1,23
435956,1,1
435994,1,1
436016,3,0
436023,1,29
436046,2,8
436082,1,4
436105,2,8
436110,1,3
436131,1,0
436152,2,4
436193,1,21
436213,1,4
436235,1,3
436258,1,8
436263,1,9
436287,2,2
436307,1,3
436330,2,4
436361,1,6
436383,1,6
436405,2,15
436429,1,9
436451,2,2
436471,1,-7
436490,1,6
436511,2,-1
436536,1,1
436558,1,1
436581,2,-3
436603,1,15
436627,1,3
436648,1,1
436670,1,5
436688,1,8
436710,2,4
436734,2,1
436757,1,3
436779,1,-1
436798,1,3
436820,1,-1
436842,1,2
436867,1,3
436889,1,9
436911,2,3
436933,1,1
436952,1,-1
436978,1,1
437000,1,17
437023,1,2
437045,2,4
437065,1,6
437087,2,3
437109,1,32
437133,1,1
437154,1,2
437176,2,2
437198,3,5
437220,1,5
437236,1,-1
437258,2,2
437289,2,2
437301,2,7
437323,2,2
437345,3,1
437374,1,0
437389,2,5
437411,2,4
437440,1,1
437456,3,1
437473,4,-9
437511,1,4
437532,2,3
437549,2,3
437572,1,8
437594,2,5
437619,3,3
437638,1,-2
437654,1,0
437675,2,6
437707,2,2
437726,2,7
437741,1,3
437764,1,1
437792,1,0
437815,2,2
437835,1,2
437857,2,7
437879,3,-2
437905,2,-3
437918,1,3
437951,1,4
437973,2,1
437988,1,3
438010,1,-1
438039,1,4
438054,2,10
438076,1,1
438086,1,5
438108,2,4
438131,2,4
438164,1,6
438174,1,-2
438196,3,7
438218,1,12
438240,1,0
438262,1,-1
438296,1,2
438325,2,1
438328,1,-3
438351,2,-4
438391,2,2
438412,2,8
438420,1,7
438438,2,1
438460,1,18
438482,1,4
438504,2,3
438527,1,3
438548,1,1
438582,1,8
438613,2,0
438614,1,1
438636,2,-1
438658,2,3
438692,1,2
438714,2,0
438725,2,0
438765,1,20
438787,1,-4
438810,1,-2
438813,1,1
438852,1,0
438864,1,-2
438887,1,1
438921,1,2
438943,2,3
438951,1,4
438975,2,4
439009,2,4
439019,1,0
439040,4,8
439062,1,3
439084,2,2
439106,3,22
439128,1,8
439149,2,3
439185,1,3
439194,1,3
439216,1,-1
439239,2,1
439273,2,6
439283,2,2
439296,3,0
439339,2,3
439348,1,25
439370,1,0
439392,2,4
439413,1,1
439436,1,4
439458,2,4
439473,4,1
439502,1,-2
439524,3,11
439559,3,22
439581,1,14
439603,2,9
439612,1,-3
439647,1,2
439669,2,11
439691,2,-3
439713,2,5
439733,1,4
439757,1,0
439779,2,0
439787,1,4
439821,2,4
439845,1,2
439867,1,2
439887,2,-3
439909,2,9
439931,1,2
439955,1,3
439977,2,1
439999,3,0
440021,1,29
440043,2,3
440065,1,7
440087,2,-3
440096,1,7
440120,1,0
440136,1,1
440174,1,2
440196,1,1
440208,1,0
440240,2,3
440262,1,0
440284,2,1
440296,2,1
440318,1,1
440350,1,7
440373,2,4
440384,1,0
440405,1,-3
440438,1,2
440460,2,2
440472,2,1
440504,2,4
440526,1,20
440537,1,1
440571,1,1
440593,1,4
440614,1,6
440626,2,9
440648,3,3
440670,1,1
440692,2,5
440714,1,7
440747,1,1
440768,1,5
440780,1,18
440802,1,5
440824,1,18
440856,4,2
440868,1,2
440890,1,11
440912,1,3
440934,1,1
440956,2,0
440986,1,3
441007,2,17
441030,1,-1
441051,1,3
441073,2,1
441086,1,0
441108,2,53
441140,1,10
441162,2,1
441174,1,10
441208,1,3
441230,2,3
441249,1,2
441272,2,3
441293,1,-1
441305,1,0
441328,1,13
441349,1,2
441382,1,1
441393,1,3
441417,1,18
441438,1,8
441473,1,-1
441495,1,-3
441505,1,13
441536,1,-2
441547,1,2
441580,1,5
441591,2,5
441624,1,0
441646,2,3
441668,3,0
441686,1,2
441702,1,33
441730,2,2
441740,1,2
441762,2,17
441800,2,2
441818,1,-1
441828,1,-2
441862,2,8
441884,3,3
441910,2,7
441928,3,2
441954,1,-2
441960,1,-3
441982,2,4
442005,2,6
442027,1,3
442049,2,1
442084,1,7
442104,2,5
442126,1,0
442148,1,0
442170,2,1
442192,1,1
442218,1,30
442224,1,3
442246,1,13
442269,2,17
442290,3,0
442328,1,23
442334,2,3
442372,1,17
442390,1,7
442412,2,4
442434,1,17
442461,1,2
442482,1,16
442500,1,2
442511,1,7
442545,1,-2
442566,1,3
442591,2,7
442598,2,6
442622,1,5
442642,2,0
442664,1,2
442695,2,5
442716,2,5
442733,1,5
442759,1,7
442777,2,3
442813,1,2
442828,2,4
442849,2,11
442866,2,4
442887,1,0
442909,1,1
442931,1,0
442967,1,12
442988,1,3
443011,1,3
443026,2,5
443042,1,6
443064,2,2
443085,3,0
443108,2,6
443130,3,1
443164,2,6
443177,1,3
443200,2,4
443220,2,2
443245,1,4
443261,1,16
443284,1,27
443318,1,3
443339,1,12
443361,1,1
443371,1,4
443394,2,4
443418,3,3
443432,2,18
443459,1,3
443486,2,5
443505,1,1
443531,1,7
443548,2,2
443582,1,0
443603,2,11
443625,1,-1
443640,1,8
443662,2,0
443680,1,8
443702,1,0
443724,2,5
443750,3,0
443770,2,2
443795,1,15
443827,1,0
443842,2,1
443858,2,5
443879,1,32
443899,1,1
443937,1,7
443959,2,0
443981,1,4
443987,1,4
444020,1,10
444042,1,-4
444065,1,6
444087,2,3
444113,3,2
444130,2,1
444157,1,1
444166,1,18
444201,1,5
444219,3,0
444232,1,5
444263,1,4
444276,2,2
444311,1,7
444329,1,5
444355,2,2
444373,3,4
444395,1,1
444408,1,2
444430,1,18
444461,1,12
444472,2,5
444509,2,2
444531,3,2
444546,1,2
444562,3,0
444581,4,1
444615,1,3
444641,1,6
444663,2,3
444678,3,1
444707,1,5
444719,2,20
444751,1,6
444773,2,8
444795,1,3
444811,1,1
444835,2,4
444857,3,3
444869,1,3
444891,2,3
444915,1,-2
444949,1,5
444971,2,3
444993,3,1
445004,1,3
445026,2,0
445059,1,3
445081,2,15
445103,1,1
445114,3,11
445147,1,15
445158,1,11
445180,1,3
445199,1,1
445224,4,2
445246,1,9
445279,1,4
445300,2,5
445322,3,2
445344,2,6
445353,1,-1
445374,2,0
445408,1,0
445431,2,2
445453,3,7
445477,1,6
445499,1,0
445521,2,0
445543,1,20
445554,1,2
445586,1,-1
445598,1,1
445620,1,8
445642,2,4
445664,1,2
445694,2,10
445719,1,5
445740,1,19
445762,3,2
445783,1,23
445803,1,1
445818,1,0
445840,2,2
445862,3,3
445895,1,5
445917,2,1
445939,2,11
445961,1,8
445982,2,1
446004,3,3
446026,1,3
446031,1,-2
446054,2,7
446093,1,6
446108,3,0
446120,1,0
446141,1,6
446163,1,1
446202,2,4
446218,1,3
446229,1,90
446269,2,1
446291,1,3
446313,2,-1
446334,4,-2
446339,1,-2
446371,1,14
446383,1,3
446405,2,-4
446444,2,9
446466,1,-4
446471,2,3
446497,1,-5
446532,1,18
446548,2,5
446576,1,0
446581,2,3
446620,2,7
446626,1,-4
446664,1,2
446686,1,13
446708,2,4
446730,1,3
446752,1,3
446774,2,3
446796,3,11
446809,1,2
446832,1,5
446860,1,14
446882,1,2
446904,2,3
446918,1,3
446940,1,1
446961,2,0
446992,1,5
447016,2,0
447029,1,2
447058,2,6
447072,1,4
447093,2,3
447116,2,5
447137,2,2
447159,1,2
447182,2,0
447204,4,0
447235,1,99
447248,2,2
447270,2,2
447301,1,2
447323,1,3
447338,2,-4
447367,1,16
447380,1,5
447411,1,54
447420,1,7
447448,1,5
447470,2,1
447500,1,-3
447522,2,1
447543,1,1
447565,2,10
447588,1,11
447602,1,0
447624,2,-1
447653,3,-1
447665,3,7
447690,1,1
447712,2,2
447733,2,1
447762,1,2
447777,1,0
447793,1,0
447816,2,5
447843,1,4
447863,1,-2
447885,3,5
447909,1,5
447931,2,6
447960,1,15
447973,2,-1
447994,1,4
448015,2,4
448038,1,4
448060,2,-2
448085,1,15
448108,1,3
448136,2,2
448150,1,4
448174,1,1
448194,2,-3
448217,1,-2
448240,2,2
448262,1,0
448281,1,0
448302,1,6
448325,3,1
448348,2,1
448371,1,-1
448397,2,1
448415,1,1
448435,2,0
448456,1,34
448480,1,0
448500,1,1
448524,1,1
448548,2,8
448572,1,1
448588,1,0
448617,1,6
448642,1,3
448661,2,2
448676,3,4
448698,1,1
448720,4,1
448752,2,3
448762,1,1
448797,1,4
448820,1,4
448841,2,32
448863,2,5
448872,1,9
448894,3,2
448916,2,-1
448950,2,6
448972,1,10
448994,2,5
449004,1,0
449039,1,4
449060,3,3
449082,3,1
449105,1,0
449114,1,-5
449148,1,14
449170,1,4
449192,2,4
449215,3,23
449237,1,1
449258,1,3
449280,1,8
449304,1,1
449324,2,3
449334,2,2
449356,2,12
449378,1,6
449400,2,0
449435,1,21
449456,1,4
449479,2,-3
449501,3,3
449510,1,2
449544,1,3
449566,2,0
449588,3,3
449610,1,2
449624,1,19
449643,1,5
449666,1,2
449688,1,0
449709,2,4
449745,1,3
449762,2,3
449775,1,-2
449795,2,5
449820,2,-1
449855,1,3
449864,1,7
449887,1,0
449908,2,1
449943,1,0
449965,3,2
449987,1,7
450009,2,13
450013,1,5
450040,1,5
450075,1,1
450093,2,0
450105,1,2
450141,1,0
450150,1,25
450172,1,2
450193,3,2
450229,1,0
450245,3,51
450273,1,4
450295,2,29
450314,1,-6
450325,1,4
450347,1,1
450369,1,6
450393,2,0
450427,1,-1
450449,1,5
450457,1,5
450479,1,5
450503,2,-3
450536,1,9
450557,1,-2
450567,2,4
450589,1,13
450611,1,2
450636,1,4
450658,2,4
450677,2,2
450701,1,-2
450734,1,1
450756,1,4
450778,3,2
450787,2,2
450811,1,5
450833,2,17
450855,1,4
450888,1,5
450910,1,8
450931,1,1
450941,1,1
450963,2,7
450998,1,-4
451019,1,14
451043,1,2
451065,2,29
451075,1,5
451098,2,6
451117,2,4
451142,1,12
451163,2,7
451185,3,-2
451218,1,1
451240,2,3
451251,2,5
451284,1,4
451306,2,-2
451328,1,4
451350,2,7
451371,1,-2
451394,2,6
451416,3,5
451425,2,0
451453,1,0
451470,1,0
451497,2,3
451513,1,6
451535,2,2
451563,1,-3
451585,1,-3
451608,1,3
451623,2,4
451653,1,7
451668,2,2
451695,1,-4
451712,1,4
451740,1,2
451755,1,2
451778,1,-1
451806,2,0
451829,1,11
451851,1,-1
451873,1,3
451887,2,7
451916,1,7
451938,1,5
451959,1,5
451984,1,-2
451998,1,0
452019,1,3
452041,1,0
452064,2,0
452092,1,13
452114,1,5
452130,1,2
452152,2,0
452180,1,2
452194,2,3
452223,2,5
452245,1,0
452264,1,3
452289,1,5
452317,2,6
452335,1,1
452352,1,8
452374,1,7
452392,2,14
452418,1,11
452440,2,2
452459,1,3
452487,2,9
452509,1,2
452528,1,4
452550,1,2
452568,1,0
452588,2,1
452619,1,8
452642,2,3
452665,1,0
452688,1,4
452700,1,15
452726,2,0
452748,1,6
452770,3,3
452792,4,0
452814,1,7
452834,2,3
452855,2,9
452877,1,8
452902,1,4
452928,1,13
452950,2,12
452972,1,3
452995,2,5
453017,3,1
453035,4,2
453061,2,2
453078,1,3
453100,2,4
453122,1,3
453148,1,6
453170,2,3
453192,3,5
453214,3,1
453238,1,-1
453259,2,-1
453281,1,3
453294,1,3
453317,2,5
453339,1,2
453364,1,3
453386,2,4
453408,1,3
453430,2,4
453452,1,0
453474,1,5
453496,2,3
453511,3,2
453543,1,4
453565,1,36
453580,3,-2
453608,1,4
453630,2,5
453650,1,1
453672,1,4
453696,1,54
453711,1,0
453749,2,11
453762,1,6
453778,2,3
453804,1,3
453829,1,0
453859,2,6
453870,1,2
453903,2,-2
453916,1,2
453946,3,9
453968,2,-4
453980,1,7
454002,2,1
454024,1,9
454046,2,1
454068,1,2
454093,2,16
454108,2,1
454134,1,0
454158,1,8
454180,2,6
454211,1,4
454218,1,1
454246,1,4
454269,2,2
454288,1,3
454305,1,11
454328,1,0
454350,1,1
454376,2,0
454398,3,2
454428,1,13
454452,1,1
454463,1,1
454477,2,1
454499,2,2
454538,1,4
454562,2,2
454582,1,5
454605,2,-3
454617,1,0
454639,2,-7
454671,1,1
454692,1,2
454707,2,9
454729,1,1
454751,2,2
454763,1,-1
454802,1,2
454811,2,4
454836,1,4
454868,2,0
454890,1,5
454914,2,0
454917,1,2
454939,3,0
454979,2,6
454983,1,11
455005,1,4
455034,1,7
455059,2,4
455079,1,8
455101,2,0
455115,2,12
455137,2,1
455177,1,4
455189,2,5
455203,1,2
455233,1,9
455247,2,17
455269,1,0
455299,1,12
455313,1,1
455342,1,9
455364,2,3
455391,1,1
455414,2,12
455435,1,1
455454,2,-5
455476,1,4
455502,1,1
455526,2,11
455546,1,1
455564,2,7
455590,1,-1
455618,1,-4
455636,3,12
455651,1,9
455672,2,3
455695,1,6
455718,1,0
455743,1,4
455765,2,-1
455784,1,78
455803,1,5
455826,2,2
455853,1,-2
455879,3,0
455894,1,2
455916,1,6
455938,2,52
455957,1,1
455982,1,-6
456004,1,10
456026,1,1
456048,2,6
456068,1,2
456090,2,6
456112,1,2
456139,1,0
456154,1,0
456189,1,4
456198,1,2
456220,2,3
456242,1,2
456264,2,3
456285,1,3
456306,2,8
456329,1,2
456351,3,5
456373,1,3
456396,2,3
456418,3,4
456455,2,18
456477,1,4
456499,2,15
456508,1,18
456530,1,3
456552,2,3
456574,1,1
456609,1,2
456631,3,2
456653,3,3
456674,1,4
456697,1,5
456719,2,5
456728,1,9
456750,2,9
456772,2,-2
456807,1,-2
456809,2,6
456837,1,14
456853,1,1
456882,2,1
456904,1,-1
456926,1,3
456948,2,6
456970,3,13
456992,2,6
457014,3,1
457036,4,0
457071,1,1
457093,2,8
457115,3,0
457137,4,2
457159,2,2
457181,1,0
457183,2,0
457212,1,3
457247,3,2
457269,2,2
457278,1,4
457300,1,-3
457322,2,1
457357,1,5
457379,2,-5
457397,1,0
457410,1,3
457432,1,0
457454,2,4
457476,1,19
457498,1,4
457520,2,5
457542,1,1
457577,1,3
457599,2,2
457621,1,1
457643,2,9
457665,1,1
457674,2,1
457709,1,4
457731,2,11
457753,1,8
457767,1,4
457784,2,4
457806,2,1
457841,1,-1
457863,1,5
457885,2,3
457892,1,11
457916,1,1
457938,2,2
457960,2,0
457982,2,-3
458017,1,1
458039,1,7
458061,2,4
458071,1,-1
458105,2,0
458114,1,1
458136,2,5
458156,4,3
458181,1,3
458215,1,2
458237,1,9
458259,2,4
458281,1,5
458290,2,0
458312,1,4
458335,1,4
458356,4,2
458391,1,1
458405,2,0
458423,1,7
458445,2,23
458467,2,4
458489,3,-1
458523,1,4
458545,2,4
458554,3,5
458576,4,3
458611,1,1
458633,1,4
458655,2,3
458657,1,0
458679,2,12
458703,1,8
458723,1,14
458759,2,1
458769,2,0
458804,1,10
458826,1,0
458833,1,0
458869,1,2
458892,2,4
458899,1,3
458923,3,9
458943,1,4
458965,1,0
458989,1,3
459011,3,9
459046,1,1
459067,1,3
459089,1,3
459111,1,1
459133,2,10
459157,1,3
459178,2,1
459200,1,3
459222,2,2
459229,1,1
459254,2,2
459273,2,2
459310,1,0
459330,1,-5
459354,1,8
459361,1,-1
459383,2,0
459405,1,-2
459428,2,-1
459464,2,2
459487,1,9
459496,1,14
459518,1,7
459540,2,4
459562,1,2
459584,2,7
459606,1,7
459628,2,1
459650,1,1
459672,2,5
459694,2,0
459716,3,4
459752,1,1
459765,1,8
459787,2,-2
459809,1,24
459824,1,2
459862,1,13
459884,2,7
459906,1,5
459928,1,5
459942,2,-4
459972,2,0
459994,1,20
460016,1,1
460038,2,2
460059,1,9
460082,2,0
460103,3,10
460126,2,14
460140,2,0
460169,1,2
460191,1,5
460214,2,2
460227,1,1
460257,1,3
460279,2,5
460301,1,1
460324,2,2
460338,2,3
460368,1,-1
460387,1,7
460411,1,5
460433,1,5
460448,1,-1
460476,1,-4
460491,1,6
460520,1,8
460543,2,10
460565,1,1
460588,1,4
460609,3,0
460630,4,1
460653,2,-3
460672,1,9
460694,1,4
460716,1,2
460738,2,0
460760,3,1
460778,1,4
460790,2,-7
460826,1,9
460849,2,1
460874,2,4
460887,1,3
460902,1,1
460924,1,-1
460946,1,2
460980,1,0
461002,1,2
461028,1,8
461051,2,-1
