,PlayId,Stadium,StadiumType
483208,20181223042508,Bank of America Stadium,outdoor
483230,20181223042625,Bank of America Stadium,outdoor
483252,20181223042794,Bank of America Stadium,outdoor
483274,20181223042863,Bank of America Stadium,outdoor
483296,20181223042910,Bank of America Stadium,outdoor
483318,20181223043012,Bank of America Stadium,outdoor
483340,20181223043059,Bank of America Stadium,outdoor
483362,20181223043220,Bank of America Stadium,outdoor
483384,20181223043302,Bank of America Stadium,outdoor
483406,20181223043358,Bank of America Stadium,outdoor
483428,20181223043459,Bank of America Stadium,outdoor
483450,20181223043584,Bank of America Stadium,outdoor
483472,20181223043764,Bank of America Stadium,outdoor
483494,20181223043786,Bank of America Stadium,outdoor
483516,20181223043969,Bank of America Stadium,outdoor
483538,20181223044112,Bank of America Stadium,outdoor
483560,20181223044312,Bank of America Stadium,outdoor
483582,20181223050121,FirstEnergy,outdoor
483604,20181223050279,FirstEnergy,outdoor
483626,20181223050301,FirstEnergy,outdoor
483648,20181223050398,FirstEnergy,outdoor
483670,20181223050491,FirstEnergy,outdoor
483692,20181223050571,FirstEnergy,outdoor
483714,20181223050677,FirstEnergy,outdoor
483736,20181223050699,FirstEnergy,outdoor
483758,20181223050791,FirstEnergy,outdoor
483780,20181223050848,FirstEnergy,outdoor
483802,20181223051034,FirstEnergy,outdoor
483824,20181223051056,FirstEnergy,outdoor
483846,20181223051271,FirstEnergy,outdoor
483868,20181223051368,FirstEnergy,outdoor
483890,20181223051390,FirstEnergy,outdoor
483912,20181223051445,FirstEnergy,outdoor
483934,20181223051553,FirstEnergy,outdoor
483956,20181223051600,FirstEnergy,outdoor
483978,20181223051673,FirstEnergy,outdoor
484000,20181223051740,FirstEnergy,outdoor
484022,20181223051924,FirstEnergy,outdoor
484044,20181223051994,FirstEnergy,outdoor
484066,20181223052052,FirstEnergy,outdoor
484088,20181223052192,FirstEnergy,outdoor
484110,20181223052270,FirstEnergy,outdoor
484132,20181223052321,FirstEnergy,outdoor
484154,20181223052455,FirstEnergy,outdoor
484176,20181223052519,FirstEnergy,outdoor
484198,20181223052566,FirstEnergy,outdoor
484220,20181223052706,FirstEnergy,outdoor
484242,20181223053115,FirstEnergy,outdoor
484264,20181223053162,FirstEnergy,outdoor
484286,20181223053184,FirstEnergy,outdoor
484308,20181223053333,FirstEnergy,outdoor
484330,20181223053355,FirstEnergy,outdoor
484352,20181223053469,FirstEnergy,outdoor
484374,20181223053560,FirstEnergy,outdoor
484396,20181223053593,FirstEnergy,outdoor
484418,20181223060182,AT&T Stadium,indoor
484440,20181223060282,AT&T Stadium,indoor
484462,20181223060405,AT&T Stadium,indoor
484484,20181223060620,AT&T Stadium,indoor
484506,20181223060738,AT&T Stadium,indoor
484528,20181223060785,AT&T Stadium,indoor
484550,20181223060908,AT&T Stadium,indoor
484572,20181223060930,AT&T Stadium,indoor
484594,20181223061053,AT&T Stadium,indoor
484616,20181223061106,AT&T Stadium,indoor
484638,20181223061239,AT&T Stadium,indoor
484660,20181223061359,AT&T Stadium,indoor
484682,20181223061450,AT&T Stadium,indoor
484704,20181223061472,AT&T Stadium,indoor
484726,20181223061536,AT&T Stadium,indoor
484748,20181223061589,AT&T Stadium,indoor
484770,20181223061611,AT&T Stadium,indoor
484792,20181223061675,AT&T Stadium,indoor
484814,20181223062147,AT&T Stadium,indoor
484836,20181223062201,AT&T Stadium,indoor
484858,20181223062359,AT&T Stadium,indoor
484880,20181223062465,AT&T Stadium,indoor
484902,20181223062596,AT&T Stadium,indoor
484924,20181223062643,AT&T Stadium,indoor
484946,20181223062746,AT&T Stadium,indoor
484968,20181223062806,AT&T Stadium,indoor
484990,20181223062923,AT&T Stadium,indoor
485012,20181223062978,AT&T Stadium,indoor
485034,20181223063101,AT&T Stadium,indoor
485056,20181223063176,AT&T Stadium,indoor
485078,20181223063290,AT&T Stadium,indoor
485100,20181223063374,AT&T Stadium,indoor
485122,20181223063491,AT&T Stadium,indoor
485144,20181223063603,AT&T Stadium,indoor
485166,20181223063625,AT&T Stadium,indoor
485188,20181223063683,AT&T Stadium,indoor
485210,20181223063711,AT&T Stadium,indoor
485232,20181223063744,AT&T Stadium,indoor
485254,20181223063783,AT&T Stadium,indoor
485276,20181223064163,AT&T Stadium,indoor
485298,20181223064202,AT&T Stadium,indoor
485320,20181223070057,Ford Field,indoor
485342,20181223070081,Ford Field,indoor
485364,20181223070103,Ford Field,indoor
485386,20181223070153,Ford Field,indoor
485408,20181223070301,Ford Field,indoor
485430,20181223070417,Ford Field,indoor
485452,20181223070441,Ford Field,indoor
485474,20181223070465,Ford Field,indoor
485496,20181223070531,Ford Field,indoor
485518,20181223070575,Ford Field,indoor
485540,20181223070623,Ford Field,indoor
485562,20181223070702,Ford Field,indoor
485584,20181223070782,Ford Field,indoor
485606,20181223070843,Ford Field,indoor
485628,20181223070920,Ford Field,indoor
485650,20181223071009,Ford Field,indoor
485672,20181223071090,Ford Field,indoor
485694,20181223071114,Ford Field,indoor
485716,20181223071188,Ford Field,indoor
485738,20181223071309,Ford Field,indoor
485760,20181223071351,Ford Field,indoor
485782,20181223071457,Ford Field,indoor
485804,20181223071570,Ford Field,indoor
485826,20181223071702,Ford Field,indoor
485848,20181223071788,Ford Field,indoor
485870,20181223071894,Ford Field,indoor
485892,20181223072503,Ford Field,indoor
485914,20181223072525,Ford Field,indoor
485936,20181223072572,Ford Field,indoor
485958,20181223072594,Ford Field,indoor
485980,20181223072616,Ford Field,indoor
486002,20181223072769,Ford Field,indoor
486024,20181223072845,Ford Field,indoor
486046,20181223072989,Ford Field,indoor
486068,20181223073148,Ford Field,indoor
486090,20181223073201,Ford Field,indoor
486112,20181223073223,Ford Field,indoor
486134,20181223073364,Ford Field,indoor
486156,20181223073489,Ford Field,indoor
486178,20181223073558,Ford Field,indoor
486200,20181223073582,Ford Field,indoor
486222,20181223073681,Ford Field,indoor
486244,20181223073725,Ford Field,indoor
486266,20181223073909,Ford Field,indoor
486288,20181223073956,Ford Field,indoor
486310,20181223074174,Ford Field,indoor
486332,20181223074213,Ford Field,indoor
486354,20181223074252,Ford Field,indoor
486376,20181223074312,Ford Field,indoor
486398,20181223080059,Gillette Stadium,outdoor
486420,20181223080081,Gillette Stadium,outdoor
486442,20181223080344,Gillette Stadium,outdoor
486464,20181223080366,Gillette Stadium,outdoor
486486,20181223080388,Gillette Stadium,outdoor
486508,20181223080410,Gillette Stadium,outdoor
486530,20181223080432,Gillette Stadium,outdoor
486552,20181223080454,Gillette Stadium,outdoor
486574,20181223080532,Gillette Stadium,outdoor
486596,20181223080639,Gillette Stadium,outdoor
486618,20181223080661,Gillette Stadium,outdoor
486640,20181223080689,Gillette Stadium,outdoor
486662,20181223080711,Gillette Stadium,outdoor
486684,20181223080780,Gillette Stadium,outdoor
486706,20181223080948,Gillette Stadium,outdoor
486728,20181223081043,Gillette Stadium,outdoor
486750,20181223081102,Gillette Stadium,outdoor
486772,20181223081150,Gillette Stadium,outdoor
486794,20181223081172,Gillette Stadium,outdoor
486816,20181223081284,Gillette Stadium,outdoor
486838,20181223081337,Gillette Stadium,outdoor
486860,20181223081359,Gillette Stadium,outdoor
486882,20181223081483,Gillette Stadium,outdoor
486904,20181223081505,Gillette Stadium,outdoor
486926,20181223081554,Gillette Stadium,outdoor
486948,20181223081718,Gillette Stadium,outdoor
486970,20181223081833,Gillette Stadium,outdoor
486992,20181223081878,Gillette Stadium,outdoor
487014,20181223081971,Gillette Stadium,outdoor
487036,20181223082087,Gillette Stadium,outdoor
487058,20181223082180,Gillette Stadium,outdoor
487080,20181223082235,Gillette Stadium,outdoor
487102,20181223082512,Gillette Stadium,outdoor
487124,20181223082534,Gillette Stadium,outdoor
487146,20181223082556,Gillette Stadium,outdoor
487168,20181223082578,Gillette Stadium,outdoor
487190,20181223082636,Gillette Stadium,outdoor
487212,20181223082658,Gillette Stadium,outdoor
487234,20181223082790,Gillette Stadium,outdoor
487256,20181223082901,Gillette Stadium,outdoor
487278,20181223082923,Gillette Stadium,outdoor
487300,20181223082945,Gillette Stadium,outdoor
487322,20181223083022,Gillette Stadium,outdoor
487344,20181223083086,Gillette Stadium,outdoor
487366,20181223083133,Gillette Stadium,outdoor
487388,20181223083245,Gillette Stadium,outdoor
487410,20181223083321,Gillette Stadium,outdoor
487432,20181223083343,Gillette Stadium,outdoor
487454,20181223083371,Gillette Stadium,outdoor
487476,20181223083393,Gillette Stadium,outdoor
487498,20181223083415,Gillette Stadium,outdoor
487520,20181223083595,Gillette Stadium,outdoor
487542,20181223083621,Gillette Stadium,outdoor
487564,20181223083643,Gillette Stadium,outdoor
487586,20181223083813,Gillette Stadium,outdoor
487608,20181223083835,Gillette Stadium,outdoor
487630,20181223083874,Gillette Stadium,outdoor
487652,20181223084030,Gillette Stadium,outdoor
487674,20181223090086,MetLife Stadium,outdoor
487696,20181223090133,MetLife Stadium,outdoor
487718,20181223090252,MetLife Stadium,outdoor
487740,20181223090439,MetLife Stadium,outdoor
487762,20181223090461,MetLife Stadium,outdoor
487784,20181223090535,MetLife Stadium,outdoor
487806,20181223090582,MetLife Stadium,outdoor
487828,20181223090693,MetLife Stadium,outdoor
487850,20181223090843,MetLife Stadium,outdoor
487872,20181223090868,MetLife Stadium,outdoor
487894,20181223091087,MetLife Stadium,outdoor
487916,20181223091132,MetLife Stadium,outdoor
487938,20181223091156,MetLife Stadium,outdoor
487960,20181223091302,MetLife Stadium,outdoor
487982,20181223091349,MetLife Stadium,outdoor
488004,20181223091649,MetLife Stadium,outdoor
488026,20181223091758,MetLife Stadium,outdoor
488048,20181223091938,MetLife Stadium,outdoor
488070,20181223092402,MetLife Stadium,outdoor
488092,20181223092584,MetLife Stadium,outdoor
488114,20181223092775,MetLife Stadium,outdoor
488136,20181223092947,MetLife Stadium,outdoor
488158,20181223093261,MetLife Stadium,outdoor
488180,20181223093752,MetLife Stadium,outdoor
488202,20181223094045,MetLife Stadium,outdoor
488224,20181223094206,MetLife Stadium,outdoor
488246,20181223094247,MetLife Stadium,outdoor
488268,20181223094584,MetLife Stadium,outdoor
488290,20181223094983,MetLife Stadium,outdoor
488312,20181223095090,MetLife Stadium,outdoor
488334,20181223095145,MetLife Stadium,outdoor
488356,20181223100059,Lincoln Financial Field,outdoor
488378,20181223100176,Lincoln Financial Field,outdoor
488400,20181223100248,Lincoln Financial Field,outdoor
488422,20181223100270,Lincoln Financial Field,outdoor
488444,20181223100389,Lincoln Financial Field,outdoor
488466,20181223100493,Lincoln Financial Field,outdoor
488488,20181223100653,Lincoln Financial Field,outdoor
488510,20181223100703,Lincoln Financial Field,outdoor
488532,20181223100920,Lincoln Financial Field,outdoor
488554,20181223100993,Lincoln Financial Field,outdoor
488576,20181223101120,Lincoln Financial Field,outdoor
488598,20181223101268,Lincoln Financial Field,outdoor
488620,20181223101290,Lincoln Financial Field,outdoor
488642,20181223101368,Lincoln Financial Field,outdoor
488664,20181223101415,Lincoln Financial Field,outdoor
488686,20181223101763,Lincoln Financial Field,outdoor
488708,20181223101827,Lincoln Financial Field,outdoor
488730,20181223102441,Lincoln Financial Field,outdoor
488752,20181223102575,Lincoln Financial Field,outdoor
488774,20181223102723,Lincoln Financial Field,outdoor
488796,20181223102803,Lincoln Financial Field,outdoor
488818,20181223102941,Lincoln Financial Field,outdoor
488840,20181223103403,Lincoln Financial Field,outdoor
488862,20181223103486,Lincoln Financial Field,outdoor
488884,20181223103575,Lincoln Financial Field,outdoor
488906,20181223103794,Lincoln Financial Field,outdoor
488928,20181223103841,Lincoln Financial Field,outdoor
488950,20181223104086,Lincoln Financial Field,outdoor
488972,20181223104359,Lincoln Financial Field,outdoor
488994,20181223104667,Lincoln Financial Field,outdoor
489016,20181223104689,Lincoln Financial Field,outdoor
489038,20181223104728,Lincoln Financial Field,outdoor
489060,20181223110051,State Farm Stadium,
489082,20181223110104,State Farm Stadium,
489104,20181223110226,State Farm Stadium,
489126,20181223110488,State Farm Stadium,
489148,20181223110510,State Farm Stadium,
489170,20181223110660,State Farm Stadium,
489192,20181223110729,State Farm Stadium,
489214,20181223110903,State Farm Stadium,
489236,20181223110925,State Farm Stadium,
489258,20181223110947,State Farm Stadium,
489280,20181223110969,State Farm Stadium,
489302,20181223111078,State Farm Stadium,
489324,20181223111100,State Farm Stadium,
489346,20181223111122,State Farm Stadium,
489368,20181223111433,State Farm Stadium,
489390,20181223111505,State Farm Stadium,
489412,20181223111527,State Farm Stadium,
489434,20181223111549,State Farm Stadium,
489456,20181223111582,State Farm Stadium,
489478,20181223111604,State Farm Stadium,
489500,20181223111651,State Farm Stadium,
489522,20181223111698,State Farm Stadium,
489544,20181223111767,State Farm Stadium,
489566,20181223112066,State Farm Stadium,
489588,20181223112157,State Farm Stadium,
489610,20181223112226,State Farm Stadium,
489632,20181223112248,State Farm Stadium,
489654,20181223112349,State Farm Stadium,
489676,20181223112377,State Farm Stadium,
489698,20181223112399,State Farm Stadium,
489720,20181223112446,State Farm Stadium,
489742,20181223112671,State Farm Stadium,
489764,20181223112693,State Farm Stadium,
489786,20181223112850,State Farm Stadium,
489808,20181223112872,State Farm Stadium,
489830,20181223112894,State Farm Stadium,
489852,20181223112916,State Farm Stadium,
489874,20181223113047,State Farm Stadium,
489896,20181223113242,State Farm Stadium,
489918,20181223113369,State Farm Stadium,
489940,20181223113397,State Farm Stadium,
489962,20181223113516,State Farm Stadium,
489984,20181223113642,State Farm Stadium,
490006,20181223113668,State Farm Stadium,
490028,20181223113690,State Farm Stadium,
490050,20181223113755,State Farm Stadium,
490072,20181223113976,State Farm Stadium,
490094,20181223113998,State Farm Stadium,
490116,20181223114026,State Farm Stadium,
490138,20181223114065,State Farm Stadium,
490160,20181223120059,Levis Stadium,outdoor
490182,20181223120110,Levis Stadium,outdoor
490204,20181223120200,Levis Stadium,outdoor
490226,20181223120315,Levis Stadium,outdoor
490248,20181223120341,Levis Stadium,outdoor
490270,20181223120437,Levis Stadium,outdoor
490292,20181223120669,Levis Stadium,outdoor
490314,20181223120736,Levis Stadium,outdoor
490336,20181223120787,Levis Stadium,outdoor
490358,20181223120813,Levis Stadium,outdoor
490380,20181223120852,Levis Stadium,outdoor
490402,20181223120995,Levis Stadium,outdoor
490424,20181223121109,Levis Stadium,outdoor
490446,20181223121194,Levis Stadium,outdoor
490468,20181223121216,Levis Stadium,outdoor
490490,20181223121238,Levis Stadium,outdoor
490512,20181223121336,Levis Stadium,outdoor
490534,20181223121358,Levis Stadium,outdoor
490556,20181223121432,Levis Stadium,outdoor
490578,20181223121566,Levis Stadium,outdoor
490600,20181223121682,Levis Stadium,outdoor
490622,20181223121810,Levis Stadium,outdoor
490644,20181223121832,Levis Stadium,outdoor
490666,20181223122112,Levis Stadium,outdoor
490688,20181223122436,Levis Stadium,outdoor
490710,20181223122458,Levis Stadium,outdoor
490732,20181223122551,Levis Stadium,outdoor
490754,20181223122631,Levis Stadium,outdoor
490776,20181223122657,Levis Stadium,outdoor
490798,20181223122751,Levis Stadium,outdoor
490820,20181223122887,Levis Stadium,outdoor
490842,20181223122959,Levis Stadium,outdoor
490864,20181223123022,Levis Stadium,outdoor
490886,20181223123268,Levis Stadium,outdoor
490908,20181223123611,Levis Stadium,outdoor
490930,20181223123735,Levis Stadium,outdoor
490952,20181223123757,Levis Stadium,outdoor
490974,20181223130105,Mercedes-Benz Superdome,
490996,20181223130176,Mercedes-Benz Superdome,
491018,20181223130198,Mercedes-Benz Superdome,
491040,20181223130327,Mercedes-Benz Superdome,
491062,20181223130591,Mercedes-Benz Superdome,
491084,20181223130646,Mercedes-Benz Superdome,
491106,20181223130694,Mercedes-Benz Superdome,
491128,20181223130767,Mercedes-Benz Superdome,
491150,20181223130840,Mercedes-Benz Superdome,
491172,20181223130862,Mercedes-Benz Superdome,
491194,20181223131051,Mercedes-Benz Superdome,
491216,20181223131164,Mercedes-Benz Superdome,
491238,20181223131306,Mercedes-Benz Superdome,
491260,20181223131355,Mercedes-Benz Superdome,
491282,20181223131653,Mercedes-Benz Superdome,
491304,20181223131677,Mercedes-Benz Superdome,
491326,20181223131846,Mercedes-Benz Superdome,
491348,20181223131960,Mercedes-Benz Superdome,
491370,20181223132056,Mercedes-Benz Superdome,
491392,20181223132397,Mercedes-Benz Superdome,
491414,20181223132452,Mercedes-Benz Superdome,
491436,20181223132613,Mercedes-Benz Superdome,
491458,20181223132651,Mercedes-Benz Superdome,
491480,20181223132673,Mercedes-Benz Superdome,
491502,20181223133326,Mercedes-Benz Superdome,
491524,20181223133436,Mercedes-Benz Superdome,
491546,20181223133458,Mercedes-Benz Superdome,
491568,20181223133480,Mercedes-Benz Superdome,
491590,20181223133618,Mercedes-Benz Superdome,
491612,20181223133719,Mercedes-Benz Superdome,
491634,20181223133770,Mercedes-Benz Superdome,
491656,20181223140051,CenturyLink Field,outdoor
491678,20181223140160,CenturyLink Field,outdoor
491700,20181223140182,CenturyLink Field,outdoor
491722,20181223140308,CenturyLink Field,outdoor
491744,20181223140336,CenturyLink Field,outdoor
491766,20181223140358,CenturyLink Field,outdoor
491788,20181223140380,CenturyLink Field,outdoor
491810,20181223140402,CenturyLink Field,outdoor
491832,20181223140428,CenturyLink Field,outdoor
491854,20181223140514,CenturyLink Field,outdoor
491876,20181223140602,CenturyLink Field,outdoor
491898,20181223140731,CenturyLink Field,outdoor
491920,20181223140753,CenturyLink Field,outdoor
491942,20181223140855,CenturyLink Field,outdoor
491964,20181223140902,CenturyLink Field,outdoor
491986,20181223141017,CenturyLink Field,outdoor
492008,20181223141081,CenturyLink Field,outdoor
492030,20181223141126,CenturyLink Field,outdoor
492052,20181223141148,CenturyLink Field,outdoor
492074,20181223141187,CenturyLink Field,outdoor
492096,20181223141209,CenturyLink Field,outdoor
492118,20181223141313,CenturyLink Field,outdoor
492140,20181223141456,CenturyLink Field,outdoor
492162,20181223141495,CenturyLink Field,outdoor
492184,20181223141517,CenturyLink Field,outdoor
492206,20181223141539,CenturyLink Field,outdoor
492228,20181223141561,CenturyLink Field,outdoor
492250,20181223141619,CenturyLink Field,outdoor
492272,20181223141736,CenturyLink Field,outdoor
492294,20181223141758,CenturyLink Field,outdoor
492316,20181223141808,CenturyLink Field,outdoor
492338,20181223141860,CenturyLink Field,outdoor
492360,20181223141882,CenturyLink Field,outdoor
492382,20181223142102,CenturyLink Field,outdoor
492404,20181223142259,CenturyLink Field,outdoor
492426,20181223142287,CenturyLink Field,outdoor
492448,20181223142381,CenturyLink Field,outdoor
492470,20181223142528,CenturyLink Field,outdoor
492492,20181223142848,CenturyLink Field,outdoor
492514,20181223142870,CenturyLink Field,outdoor
492536,20181223142944,CenturyLink Field,outdoor
492558,20181223142966,CenturyLink Field,outdoor
492580,20181223143019,CenturyLink Field,outdoor
492602,20181223143197,CenturyLink Field,outdoor
492624,20181223143341,CenturyLink Field,outdoor
492646,20181223143429,CenturyLink Field,outdoor
492668,20181223143669,CenturyLink Field,outdoor
492690,20181223143713,CenturyLink Field,outdoor
492712,20181223144118,CenturyLink Field,outdoor
492734,20181223144200,CenturyLink Field,outdoor
492756,20181223144350,CenturyLink Field,outdoor
492778,20181224000061,Oakland-Alameda County Coliseum,outdoor
492800,20181224000083,Oakland-Alameda County Coliseum,outdoor
492822,20181224000136,Oakland-Alameda County Coliseum,outdoor
492844,20181224000346,Oakland-Alameda County Coliseum,outdoor
492866,20181224000368,Oakland-Alameda County Coliseum,outdoor
492888,20181224000587,Oakland-Alameda County Coliseum,outdoor
492910,20181224000609,Oakland-Alameda County Coliseum,outdoor
492932,20181224000664,Oakland-Alameda County Coliseum,outdoor
492954,20181224000959,Oakland-Alameda County Coliseum,outdoor
492976,20181224000982,Oakland-Alameda County Coliseum,outdoor
492998,20181224001140,Oakland-Alameda County Coliseum,outdoor
493020,20181224001223,Oakland-Alameda County Coliseum,outdoor
493042,20181224001335,Oakland-Alameda County Coliseum,outdoor
493064,20181224001407,Oakland-Alameda County Coliseum,outdoor
493086,20181224001480,Oakland-Alameda County Coliseum,outdoor
493108,20181224001502,Oakland-Alameda County Coliseum,outdoor
493130,20181224001583,Oakland-Alameda County Coliseum,outdoor
493152,20181224001684,Oakland-Alameda County Coliseum,outdoor
493174,20181224001798,Oakland-Alameda County Coliseum,outdoor
493196,20181224002167,Oakland-Alameda County Coliseum,outdoor
493218,20181224002189,Oakland-Alameda County Coliseum,outdoor
493240,20181224002291,Oakland-Alameda County Coliseum,outdoor
493262,20181224002358,Oakland-Alameda County Coliseum,outdoor
493284,20181224002380,Oakland-Alameda County Coliseum,outdoor
493306,20181224002518,Oakland-Alameda County Coliseum,outdoor
493328,20181224002680,Oakland-Alameda County Coliseum,outdoor
493350,20181224002727,Oakland-Alameda County Coliseum,outdoor
493372,20181224002774,Oakland-Alameda County Coliseum,outdoor
493394,20181224002868,Oakland-Alameda County Coliseum,outdoor
493416,20181224002890,Oakland-Alameda County Coliseum,outdoor
493438,20181224003037,Oakland-Alameda County Coliseum,outdoor
493460,20181224003059,Oakland-Alameda County Coliseum,outdoor
493482,20181224003123,Oakland-Alameda County Coliseum,outdoor
493504,20181224003145,Oakland-Alameda County Coliseum,outdoor
493526,20181224003174,Oakland-Alameda County Coliseum,outdoor
493548,20181224003196,Oakland-Alameda County Coliseum,outdoor
493570,20181224003291,Oakland-Alameda County Coliseum,outdoor
493592,20181224003313,Oakland-Alameda County Coliseum,outdoor
493614,20181224003385,Oakland-Alameda County Coliseum,outdoor
493636,20181224003512,Oakland-Alameda County Coliseum,outdoor
493658,20181224003670,Oakland-Alameda County Coliseum,outdoor
493680,20181224003692,Oakland-Alameda County Coliseum,outdoor
493702,20181224003714,Oakland-Alameda County Coliseum,outdoor
493724,20181224003822,Oakland-Alameda County Coliseum,outdoor
493746,20181224003861,Oakland-Alameda County Coliseum,outdoor
493768,20181224004156,Oakland-Alameda County Coliseum,outdoor
493790,20181224004178,Oakland-Alameda County Coliseum,outdoor
493812,20181224004200,Oakland-Alameda County Coliseum,outdoor
493834,20181230000061,M&T Bank Stadium,outdoor
493856,20181230000083,M&T Bank Stadium,outdoor
493878,20181230000105,M&T Bank Stadium,outdoor
493900,20181230000203,M&T Bank Stadium,outdoor
493922,20181230000297,M&T Bank Stadium,outdoor
493944,20181230000414,M&T Bank Stadium,outdoor
493966,20181230000640,M&T Bank Stadium,outdoor
493988,20181230000717,M&T Bank Stadium,outdoor
494010,20181230000826,M&T Bank Stadium,outdoor
494032,20181230000848,M&T Bank Stadium,outdoor
494054,20181230000870,M&T Bank Stadium,outdoor
494076,20181230000937,M&T Bank Stadium,outdoor
494098,20181230000959,M&T Bank Stadium,outdoor
494120,20181230000981,M&T Bank Stadium,outdoor
494142,20181230001003,M&T Bank Stadium,outdoor
494164,20181230001100,M&T Bank Stadium,outdoor
494186,20181230001145,M&T Bank Stadium,outdoor
494208,20181230001337,M&T Bank Stadium,outdoor
494230,20181230001516,M&T Bank Stadium,outdoor
494252,20181230001629,M&T Bank Stadium,outdoor
494274,20181230001764,M&T Bank Stadium,outdoor
494296,20181230002062,M&T Bank Stadium,outdoor
494318,20181230002436,M&T Bank Stadium,outdoor
494340,20181230002607,M&T Bank Stadium,outdoor
494362,20181230002641,M&T Bank Stadium,outdoor
494384,20181230002663,M&T Bank Stadium,outdoor
494406,20181230002745,M&T Bank Stadium,outdoor
494428,20181230002796,M&T Bank Stadium,outdoor
494450,20181230002906,M&T Bank Stadium,outdoor
494472,20181230002995,M&T Bank Stadium,outdoor
494494,20181230003059,M&T Bank Stadium,outdoor
494516,20181230003189,M&T Bank Stadium,outdoor
494538,20181230003496,M&T Bank Stadium,outdoor
494560,20181230003522,M&T Bank Stadium,outdoor
494582,20181230003544,M&T Bank Stadium,outdoor
494604,20181230003566,M&T Bank Stadium,outdoor
494626,20181230003647,M&T Bank Stadium,outdoor
494648,20181230003791,M&T Bank Stadium,outdoor
494670,20181230003894,M&T Bank Stadium,outdoor
494692,20181230004044,M&T Bank Stadium,outdoor
494714,20181230004066,M&T Bank Stadium,outdoor
494736,20181230004105,M&T Bank Stadium,outdoor
494758,20181230010059,New Era Field,outdoor
494780,20181230010087,New Era Field,outdoor
494802,20181230010109,New Era Field,outdoor
494824,20181230010214,New Era Field,outdoor
494846,20181230010548,New Era Field,outdoor
494868,20181230010570,New Era Field,outdoor
494890,20181230010627,New Era Field,outdoor
494912,20181230010710,New Era Field,outdoor
494934,20181230010849,New Era Field,outdoor
494956,20181230010906,New Era Field,outdoor
494978,20181230010990,New Era Field,outdoor
495000,20181230011177,New Era Field,outdoor
495022,20181230011249,New Era Field,outdoor
495044,20181230011271,New Era Field,outdoor
495066,20181230011381,New Era Field,outdoor
495088,20181230011403,New Era Field,outdoor
495110,20181230011465,New Era Field,outdoor
495132,20181230011487,New Era Field,outdoor
495154,20181230011564,New Era Field,outdoor
495176,20181230011660,New Era Field,outdoor
495198,20181230012031,New Era Field,outdoor
495220,20181230012137,New Era Field,outdoor
495242,20181230012215,New Era Field,outdoor
495264,20181230012404,New Era Field,outdoor
495286,20181230012529,New Era Field,outdoor
495308,20181230012676,New Era Field,outdoor
495330,20181230012810,New Era Field,outdoor
495352,20181230012906,New Era Field,outdoor
495374,20181230012928,New Era Field,outdoor
495396,20181230012975,New Era Field,outdoor
495418,20181230013042,New Era Field,outdoor
495440,20181230013190,New Era Field,outdoor
495462,20181230013418,New Era Field,outdoor
495484,20181230013490,New Era Field,outdoor
495506,20181230013649,New Era Field,outdoor
495528,20181230013733,New Era Field,outdoor
495550,20181230013953,New Era Field,outdoor
495572,20181230014023,New Era Field,outdoor
495594,20181230014045,New Era Field,outdoor
495616,20181230014092,New Era Field,outdoor
495638,20181230014118,New Era Field,outdoor
495660,20181230014140,New Era Field,outdoor
495682,20181230014244,New Era Field,outdoor
495704,20181230014260,New Era Field,outdoor
495726,20181230020073,Lambeau Field,outdoor
495748,20181230020147,Lambeau Field,outdoor
495770,20181230020234,Lambeau Field,outdoor
495792,20181230020287,Lambeau Field,outdoor
495814,20181230020398,Lambeau Field,outdoor
495836,20181230020487,Lambeau Field,outdoor
495858,20181230020509,Lambeau Field,outdoor
495880,20181230020593,Lambeau Field,outdoor
495902,20181230020715,Lambeau Field,outdoor
495924,20181230020788,Lambeau Field,outdoor
495946,20181230020902,Lambeau Field,outdoor
495968,20181230021004,Lambeau Field,outdoor
495990,20181230021026,Lambeau Field,outdoor
496012,20181230021094,Lambeau Field,outdoor
496034,20181230021116,Lambeau Field,outdoor
496056,20181230021163,Lambeau Field,outdoor
496078,20181230021185,Lambeau Field,outdoor
496100,20181230021311,Lambeau Field,outdoor
496122,20181230021430,Lambeau Field,outdoor
496144,20181230021519,Lambeau Field,outdoor
496166,20181230021541,Lambeau Field,outdoor
496188,20181230021588,Lambeau Field,outdoor
496210,20181230021657,Lambeau Field,outdoor
496232,20181230021721,Lambeau Field,outdoor
496254,20181230021760,Lambeau Field,outdoor
496276,20181230021799,Lambeau Field,outdoor
496298,20181230021897,Lambeau Field,outdoor
496320,20181230022214,Lambeau Field,outdoor
496342,20181230022298,Lambeau Field,outdoor
496364,20181230022388,Lambeau Field,outdoor
496386,20181230022459,Lambeau Field,outdoor
496408,20181230022615,Lambeau Field,outdoor
496430,20181230022685,Lambeau Field,outdoor
496452,20181230022734,Lambeau Field,outdoor
496474,20181230022972,Lambeau Field,outdoor
496496,20181230023102,Lambeau Field,outdoor
496518,20181230023485,Lambeau Field,outdoor
496540,20181230023538,Lambeau Field,outdoor
496562,20181230023650,Lambeau Field,outdoor
496584,20181230023699,Lambeau Field,outdoor
496606,20181230023723,Lambeau Field,outdoor
496628,20181230023745,Lambeau Field,outdoor
496650,20181230023769,Lambeau Field,outdoor
496672,20181230023791,Lambeau Field,outdoor
496694,20181230023830,Lambeau Field,outdoor
496716,20181230030051,NRG,
