,DefendersInTheBox,Yards
397760,7,2
397782,7,-4
397807,7,7
397831,7,2
397869,6,9
397891,6,7
397892,7,2
397914,7,-1
397956,6,2
397958,7,4
397980,9,2
398010,7,15
398032,6,5
398050,7,5
398071,6,1
398094,8,3
398133,6,3
398155,6,-3
398162,9,7
398198,7,0
398217,8,9
398242,7,3
398263,7,3
398268,6,6
398306,8,4
398331,7,3
398343,8,0
398355,6,-1
398382,6,15
398399,7,16
398422,6,-1
398460,5,12
398484,6,13
398503,9,2
398510,7,-2
398551,6,4
398571,7,-2
398582,6,4
398597,6,5
398620,11,1
398657,8,3
398679,7,14
398703,7,0
398727,6,0
398729,7,3
398751,6,-4
398774,7,18
398796,7,3
398822,6,10
398839,6,-1
398862,7,0
398884,7,8
398905,6,11
398928,7,3
398949,6,2
398977,7,3
398994,7,1
399016,7,0
399048,8,5
399070,8,4
399092,9,3
399113,8,0
399136,7,12
399157,7,11
399187,6,10
399202,8,-5
399222,8,2
399252,7,5
399274,8,0
399288,7,7
399310,7,5
399332,6,3
399354,10,0
399368,10,1
399399,6,5
399420,7,1
399448,8,3
399470,8,13
399492,8,-2
399509,6,-1
399530,7,4
399553,6,3
399575,7,1
399605,8,1
399627,9,1
399640,8,1
399664,8,3
399686,6,2
399706,8,6
399730,7,6
399751,7,2
399779,8,20
399796,8,-1
399813,6,-5
399846,7,4
399861,7,1
399892,9,2
399912,6,14
399935,8,5
399957,10,6
399966,6,-1
399992,6,4
400016,8,0
400038,8,2
400060,8,4
400080,5,-2
400097,5,2
400119,5,9
400141,6,1
400173,6,2
400195,6,5
400217,6,1
400242,6,2
400259,7,1
400283,6,4
400305,6,1
400319,8,2
400339,7,3
400375,6,6
400397,7,0
400406,7,1
400437,7,16
400459,6,8
400480,7,-1
400502,7,12
400524,6,1
400538,7,4
400561,6,4
400583,8,0
400605,6,2
400627,7,4
400649,6,14
400668,6,-2
400693,6,4
400717,7,0
400744,7,6
400767,7,7
400788,7,-6
400802,7,1
400825,7,6
400847,8,2
400877,6,4
400903,6,1
400913,6,10
400938,6,9
400960,8,4
400978,7,4
400999,8,4
401024,6,8
401045,6,15
401068,7,7
401089,6,0
401114,4,6
401132,8,12
401154,8,5
401176,7,2
401198,8,18
401220,7,6
401253,5,9
401275,6,4
401297,6,8
401309,5,5
401334,7,38
401356,8,18
401385,7,5
401404,6,9
401426,7,14
401441,7,-3
401473,6,3
401485,7,4
401506,7,0
401539,7,11
401561,6,9
401583,6,10
401605,6,17
401616,6,12
401638,6,4
401664,7,0
401693,7,14
401715,7,5
401737,7,7
401752,8,4
401774,7,6
401796,7,24
401818,8,3
401847,7,2
401868,7,0
401891,6,9
401906,7,-1
401928,8,3
401950,8,2
401972,6,4
401999,7,9
402012,6,4
402035,6,4
402060,6,7
402086,8,-6
402111,8,7
402137,6,0
402145,8,1
402166,8,2
402189,7,1
402210,8,3
402247,7,5
402254,7,5
402291,7,29
402313,6,5
402334,7,1
402357,7,-3
402365,7,2
402388,6,32
402423,7,0
402432,4,8
402467,7,11
402488,7,-3
402498,7,15
402519,7,35
402542,7,2
402575,6,3
402598,7,5
402607,8,4
402630,6,13
402652,7,18
402674,8,6
402696,7,2
402731,7,5
402753,7,0
402775,7,6
402784,7,2
402806,7,7
402828,6,1
402850,10,1
402871,8,-1
402896,6,-1
402926,7,8
402948,6,2
402962,8,8
402984,7,18
403006,8,1
403028,7,8
403050,7,-3
403081,7,4
403094,8,0
403114,6,2
403147,7,2
403163,8,3
403191,8,6
403213,8,3
403226,7,3
403248,7,2
403279,7,20
403301,8,3
403314,7,3
403336,7,7
403358,8,-1
403378,6,1
403402,8,1
403424,7,6
403446,6,1
403476,6,4
403493,8,2
403520,8,9
403542,7,3
403559,8,1
403578,7,3
403603,4,3
403617,6,27
403644,7,1
403666,7,6
403697,7,1
403713,7,5
403735,8,2
403754,7,1
403784,7,2
403798,7,3
403829,7,23
403845,8,-2
403867,6,4
403895,8,9
403917,8,0
403939,8,2
403955,7,5
403977,7,-1
404007,6,2
404016,7,8
404038,7,8
404073,8,2
404082,6,1
404117,6,30
404137,6,1
404160,6,5
404183,6,10
404192,7,-1
404227,7,-3
404237,8,5
404270,7,15
404293,8,5
404314,7,2
404337,7,7
404358,6,12
404381,7,0
404403,5,1
404412,6,5
404434,6,3
404456,6,3
404491,7,4
404513,10,1
404522,6,2
404556,7,6
404577,6,2
404588,8,0
404623,7,-2
404632,7,7
404667,7,3
404689,6,4
404711,7,6
404733,7,3
404755,8,12
404775,5,10
404799,6,1
404821,8,1
404840,7,5
404857,7,8
404884,7,4
404906,6,7
404929,8,-1
404952,7,0
404961,6,6
404983,8,1
405006,6,8
405026,7,12
405050,6,1
405083,7,14
405106,7,3
405116,7,4
405145,7,3
405171,7,2
405195,7,5
405203,8,5
405226,7,0
405260,6,-3
405270,4,10
405291,7,14
405313,6,4
405336,7,0
405368,6,17
405393,6,0
405401,8,5
405423,7,2
405445,7,4
405469,7,5
405489,8,0
405512,6,5
405533,7,2
405569,7,5
405578,7,8
405599,7,23
405632,6,11
405654,6,7
405678,7,5
405700,6,3
405710,8,2
405742,7,13
405764,6,-5
405776,7,2
405797,7,2
405819,8,2
405842,7,-4
405873,6,2
405894,6,0
405921,6,5
405935,6,0
405965,6,6
405982,6,7
405996,6,4
406024,6,8
406053,6,1
406062,7,3
406092,7,0
406116,6,3
406128,6,3
406150,7,2
406172,10,1
406207,6,5
406229,7,3
406233,7,2
406273,7,6
406295,7,12
406312,7,5
406321,5,3
406361,8,4
406383,7,15
406405,7,6
406414,6,1
406449,6,5
406458,7,1
406480,7,3
406515,6,17
406536,6,7
406559,6,11
406568,7,-2
406598,6,2
406625,7,1
406647,8,1
406669,6,15
406691,8,2
406707,6,1
406722,7,0
406745,8,2
406765,7,1
406785,6,-1
406822,7,5
406842,6,-2
406862,6,20
406886,6,7
406910,7,-1
406920,6,2
406942,6,7
406963,6,6
406982,6,6
407004,7,-1
407030,6,-1
407063,6,10
407071,6,1
407108,7,-1
407126,7,5
407150,6,6
407172,7,6
407194,5,8
407218,7,2
407238,7,5
407260,6,2
407282,6,5
407302,6,-3
407326,6,4
407348,7,-1
407371,6,21
407391,6,4
407415,7,-2
407426,6,-1
407446,6,-1
407478,7,2
407502,7,2
407525,6,-4
407547,7,-5
407557,6,-2
407590,6,2
407600,6,1
407634,6,2
407656,8,2
407677,6,4
407691,6,4
407709,6,1
407735,6,3
407768,7,2
407790,7,8
407812,7,11
407826,7,3
407856,8,1
407878,7,12
407900,8,8
407911,7,5
407944,6,-1
407955,8,2
407980,8,-2
407999,7,10
408021,6,8
408042,6,3
408076,8,14
408098,7,5
408120,7,4
408142,7,24
408164,7,-1
408174,8,0
408197,7,3
408219,6,5
408252,8,0
408266,8,-1
408296,8,-3
408318,7,3
408329,8,2
408350,8,2
408376,8,1
408395,7,6
408420,8,0
408444,7,0
408464,7,4
408486,7,-4
408496,6,2
408519,7,11
408540,6,5
408570,6,-1
408585,7,2
408625,7,2
408645,7,1
408650,6,-2
408690,6,3
408713,7,8
408735,8,1
408757,8,1
408767,6,2
408801,7,6
408805,6,4
408827,8,0
408866,7,7
408878,7,1
408909,7,1
408931,7,3
408957,6,18
408977,7,6
408999,6,-1
409020,7,0
409043,7,0
409048,7,3
409070,6,1
409091,6,-2
409131,6,9
409153,7,7
409175,7,0
409196,7,7
409218,7,4
409240,8,7
409262,8,3
409273,4,16
409309,7,7
409331,6,2
409353,6,3
409361,6,5
409383,6,11
409407,7,0
409429,7,4
409451,7,2
409472,6,5
409507,7,8
409529,7,1
409551,7,6
409573,7,1
409583,6,5
409605,6,15
409627,6,3
409641,7,-1
409683,7,9
409705,7,10
409720,7,11
409749,6,-4
409769,7,6
409793,7,9
409815,6,5
409837,7,5
409845,7,8
409867,8,-6
409901,5,5
409912,7,9
409934,7,1
409956,6,8
409979,6,1
410013,7,6
410035,7,4
410036,6,11
410079,6,5
410087,6,3
410123,6,23
410145,7,1
410154,7,9
410176,7,0
410197,8,28
410219,7,0
410242,7,2
410277,7,4
410299,7,14
410321,6,13
410343,6,2
410353,6,3
410375,6,12
410388,6,5
410419,7,5
410453,6,4
410475,7,2
410497,7,6
410519,7,3
410541,8,2
410563,7,3
410585,8,0
410607,6,0
410620,6,1
410632,7,3
410654,6,11
410675,7,-3
410698,7,-2
410731,7,4
410753,7,3
410775,6,2
410785,8,15
410807,9,2
410831,7,8
410869,7,4
410884,6,-1
410906,6,6
410929,7,3
410941,7,5
410972,6,1
410983,8,21
411005,7,3
411039,8,5
411061,7,3
411089,7,1
411110,6,0
411115,6,5
411139,7,0
411161,7,11
411183,7,0
411223,7,0
411236,7,2
411258,6,1
411269,8,6
411291,7,7
411312,9,1
411335,7,2
411356,9,2
411391,7,3
411413,7,7
411424,7,6
411446,8,16
411469,8,0
411500,6,9
411522,6,2
411533,7,3
411555,8,1
411577,8,4
411598,9,0
411621,8,3
411643,7,2
411681,8,9
411689,7,9
411711,8,1
411747,7,5
411768,7,4
411790,7,4
411813,7,3
411835,7,8
411857,8,6
411879,8,3
411887,7,1
411922,7,5
411931,7,7
411952,9,1
411987,6,7
412011,6,3
412023,7,4
412045,6,6
412077,8,2
412085,6,11
412107,6,7
412129,7,10
412155,6,10
412177,6,1
412209,7,2
412230,7,1
412239,6,3
412261,6,2
412297,6,1
412309,7,-1
412341,7,6
412353,6,8
412375,7,24
412397,7,4
412419,7,5
412452,7,6
412473,7,4
412495,6,2
412506,7,4
412529,7,2
412551,7,6
412572,9,2
412595,8,7
412618,10,1
412639,7,4
412662,10,-1
412693,6,1
412713,6,-2
412727,6,-1
412749,8,7
412770,9,2
412792,7,7
412814,7,-2
412847,6,10
412869,6,53
412891,8,0
412902,6,1
412935,7,-1
412956,6,2
412979,8,-2
413001,8,4
413021,4,7
413044,4,1
413065,8,1
413089,7,5
413112,8,3
413137,5,3
413147,7,7
413178,7,0
413200,5,-1
413212,6,0
413234,6,7
413256,6,41
413288,5,2
413300,6,1
413322,5,1
413345,7,0
413376,7,3
413401,6,2
413423,8,4
413441,5,20
413464,6,2
413487,5,7
413509,7,2
413521,6,5
413552,6,5
413574,7,4
413599,6,3
413616,9,1
413631,7,8
413654,7,7
413676,7,3
413706,6,1
413720,7,4
413742,7,3
413764,7,4
413793,7,5
413819,8,0
413837,6,0
413851,7,0
413873,6,6
413895,7,3
413926,8,3
413949,7,7
413961,7,-1
413986,7,38
414015,7,7
414030,8,5
414052,8,1
414081,7,1
414103,7,6
414125,7,16
414146,7,3
414169,7,8
414184,7,14
414203,7,1
414225,7,28
414257,7,0
414270,7,6
414292,7,6
414314,7,3
414338,9,8
414367,7,5
414379,6,-4
414404,7,7
414433,7,3
414454,7,8
414470,8,4
414492,7,1
414518,10,-1
414536,11,1
414556,6,6
414568,7,-8
414602,7,-1
414630,6,9
414646,8,4
414674,7,0
414690,9,0
414712,8,17
414734,8,3
414756,7,1
414778,8,0
414798,7,7
414826,8,0
414848,7,0
414871,8,-3
414886,6,8
414919,7,6
414941,7,3
414963,7,3
414972,6,2
415007,7,4
415016,6,2
415039,6,9
415073,7,4
415094,7,11
415117,7,4
415132,7,5
415158,7,6
415177,7,2
415204,7,4
415224,6,6
415249,7,1
415270,7,3
415287,7,5
415311,6,6
415324,7,-1
415358,8,20
415373,8,11
415395,8,7
415424,7,-2
415447,7,11
415462,6,7
415488,6,4
415512,7,2
415522,7,1
415553,5,1
415568,8,2
415601,7,5
415622,7,3
415632,6,3
415655,8,7
415677,8,0
415711,7,1
415732,5,2
415749,7,4
415770,7,3
415799,8,2
415820,8,2
415842,7,0
415864,6,-1
415886,7,2
415908,7,-1
415931,6,0
415952,7,4
415974,7,1
415996,6,1
416015,7,5
416037,6,4
416050,6,2
416081,6,-1
416094,6,27
416125,7,2
416147,7,8
416169,8,1
416182,6,3
416204,6,6
416226,7,1
416248,8,-1
416279,7,5
416301,7,4
416322,7,4
416335,6,3
416358,6,2
416380,5,3
416402,6,5
416424,6,9
416446,6,5
416477,7,-1
416499,7,4
416521,6,5
416534,6,1
416565,6,24
416587,4,2
416609,6,-1
416631,6,5
416651,6,0
416666,6,4
416692,7,2
416714,5,1
416736,8,1
416755,6,1
416777,7,7
416805,6,8
416827,6,1
416846,7,0
416870,6,7
416890,6,4
416908,6,3
416930,7,3
416952,5,-3
416975,6,1
417005,6,2
417019,6,7
417039,6,4
417066,6,9
417088,7,3
417112,6,5
417132,6,8
417154,8,4
417176,8,4
417198,7,4
417220,7,1
417242,7,3
417264,7,7
417286,8,1
417308,6,7
417330,6,27
417352,7,1
417374,6,1
417392,8,1
417414,7,0
417437,8,10
417468,7,2
417489,7,6
417513,6,7
417534,7,16
417557,6,2
417562,6,0
417585,7,-1
417607,8,2
417642,8,7
417665,8,1
417673,8,2
417694,6,1
417717,7,4
417738,7,9
417775,9,1
417798,4,11
417819,7,1
417842,7,4
417864,7,-1
417871,7,5
417893,6,1
417930,7,2
417941,7,8
417973,6,16
417995,6,8
418002,6,3
418025,7,8
418047,7,1
418084,7,1
418105,7,9
418127,7,2
418138,7,8
418159,7,1
418193,8,9
418215,7,3
418238,7,1
418259,6,8
418281,7,7
418302,7,3
418326,7,2
418347,9,0
418369,9,1
418391,8,-1
418417,8,18
418438,7,9
418452,7,-2
418470,8,-1
418491,7,0
418514,7,-5
418535,7,4
418570,8,13
418584,7,2
418606,7,12
418628,8,5
418650,7,9
418681,8,4
418701,7,5
418716,7,3
418728,7,1
418768,8,5
418782,8,5
418812,6,2
418826,7,4
418855,5,8
418866,7,3
418887,7,3
418910,8,-2
418934,8,3
418956,8,0
418987,7,2
419009,6,9
419032,7,9
419046,8,5
419063,7,4
419088,7,-3
419110,8,0
419141,7,2
419156,8,5
419185,7,-1
419208,7,4
419222,7,4
419235,6,2
419261,6,11
419283,6,3
419301,9,0
419323,6,6
419345,10,1
419385,6,6
419407,7,5
419429,8,3
419451,6,8
419455,7,0
419474,6,-2
419499,7,4
419539,6,5
419561,7,0
419564,7,12
419587,7,4
419609,7,5
419630,6,14
419671,5,19
419693,5,7
419715,6,5
419737,7,9
419759,6,2
419781,6,6
419803,7,4
419825,7,9
419840,8,2
419867,7,0
419884,7,15
419894,6,3
419921,8,1
419957,7,1
419973,7,5
419996,6,6
420023,7,4
420045,7,9
420067,8,0
420089,7,5
420111,9,5
420133,8,0
420141,6,5
420172,7,2
420199,6,1
420221,4,5
420229,6,0
420258,8,6
420280,8,3
420302,8,9
420323,8,5
420343,7,2
420372,7,2
420387,7,0
420407,9,3
420430,8,2
420451,6,7
420475,6,4
420504,7,6
420519,7,4
420539,7,7
420555,7,6
420578,7,10
420606,7,2
420627,9,3
420650,8,16
420665,6,11
420687,8,5
420715,7,2
420737,7,5
420761,6,-1
420783,6,7
420803,6,14
420824,7,43
420847,6,15
420869,6,6
420883,11,0
420914,11,1
420937,6,6
420959,7,4
420977,5,2
420999,7,13
421023,8,6
421047,6,7
421069,6,4
421091,6,3
421112,8,8
421127,7,1
421156,9,-4
421177,6,-3
421201,6,3
421221,6,5
421238,7,-1
421259,11,-1
421284,6,1
421311,7,0
421333,6,3
421346,6,2
421368,6,0
421399,6,6
421421,7,1
421443,6,-4
421457,9,0
421487,7,6
421509,7,5
421531,7,0
421548,8,-2
421574,6,4
421605,6,5
421627,6,1
421640,6,16
421662,7,3
421693,5,7
421715,8,1
421738,9,-3
421749,7,2
421772,6,1
421791,7,1
421813,6,1
421839,6,0
421869,7,0
421882,7,0
421901,7,10
421936,6,25
421948,8,4
421970,8,2
421992,10,1
422023,5,3
422045,6,2
422067,6,15
422089,6,6
422102,8,15
422124,6,2
422146,8,-4
422168,8,2
422190,7,-1
422221,6,4
422243,6,4
422266,9,1
422278,6,12
422300,6,6
422322,8,-2
422342,7,2
422366,8,1
422388,6,-2
422419,6,59
422441,6,15
422464,10,-1
422476,8,-3
422498,5,1
422516,7,3
422542,8,2
422563,9,1
422595,6,4
422617,6,3
422639,7,0
422660,7,-4
422683,6,-4
422696,7,7
422718,8,-1
422740,7,7
422762,7,2
422784,5,4
422806,7,7
422828,7,-2
422850,6,0
422872,8,0
422894,8,1
422916,8,2
422947,7,32
422956,6,13
422982,6,-1
423013,6,19
423026,7,1
423057,6,3
423070,7,1
423092,8,-2
423123,6,3
423146,7,3
423166,6,0
423188,6,7
423202,7,5
423224,8,2
423246,7,5
423268,7,3
423290,8,0
423309,7,-12
423343,7,6
423364,7,17
423380,5,10
423400,7,3
423422,8,4
423444,8,27
423466,8,5
423488,8,0
423501,7,7
423523,7,1
423563,7,16
423584,6,7
423589,6,5
423619,6,6
423632,7,-1
423662,5,6
423695,8,7
423699,8,7
423728,6,3
423761,6,3
423765,6,5
423787,8,1
423816,6,1
423849,7,3
423871,7,3
423892,6,3
423915,7,5
423937,7,1
423959,6,2
423980,8,0
424003,7,3
424014,6,3
424029,6,3
424069,5,3
424091,8,0
424095,6,0
424117,6,10
424139,6,5
424161,6,1
424183,6,23
424213,6,14
424245,6,10
424267,6,25
424289,6,-1
424300,4,-5
424333,5,3
424355,7,9
424377,6,4
424381,7,0
424410,4,4
424443,7,-2
424465,6,4
424487,7,5
424509,8,0
424529,6,0
424551,7,3
424575,7,1
424588,6,7
424606,7,2
424632,7,2
424654,8,0
424686,7,-2
424708,7,8
424716,6,4
424737,6,4
424771,7,3
424786,7,2
424804,6,4
424830,7,3
424852,7,12
424874,6,5
424896,7,7
424913,6,6
424940,7,0
424962,6,6
424984,6,2
425006,7,31
425028,7,2
425045,7,3
425072,6,4
425090,6,3
425116,6,9
425138,9,0
425169,6,3
425188,8,12
425214,6,4
425222,6,27
425244,6,0
425276,7,5
425298,8,7
425314,7,33
425332,7,1
425358,6,5
425375,10,0
425402,9,0
425424,9,1
425446,7,2
425478,6,5
425486,8,3
425508,8,24
425534,7,1
425556,6,4
425578,7,26
425598,7,8
425620,6,8
425655,7,2
425666,7,2
425688,8,1
425710,7,2
425742,7,0
425764,7,5
425776,7,3
425808,7,0
425831,6,32
425853,7,-4
425864,7,4
425886,6,51
425919,7,5
425941,6,1
425963,7,1
425985,6,6
426007,7,6
426018,7,3
426040,3,4
426072,8,19
426094,8,2
426116,8,7
426138,8,2
426148,7,5
426170,7,7
426192,8,-3
426226,7,8
426248,7,15
426270,7,11
426292,7,3
426314,7,1
426326,7,-1
426348,8,1
426381,7,3
426402,8,-1
426424,7,0
426446,7,1
426468,8,2
426490,7,2
426511,7,0
426521,7,33
426557,7,11
426578,7,-2
426598,7,14
426622,7,-2
426631,7,2
426653,7,1
426686,7,0
426697,5,-6
426731,6,1
426755,6,2
426763,7,2
426782,6,10
426810,6,2
426829,7,11
426851,7,21
426873,7,5
426899,8,6
426921,7,2
426943,7,2
426961,6,-4
426982,4,15
427005,7,11
427030,6,8
427049,7,0
427082,7,5
427104,7,4
427126,10,2
427137,7,10
427159,7,5
427184,6,4
427206,7,2
427228,6,-3
427258,6,-2
427279,7,-2
427295,7,20
427316,6,2
427338,6,18
427368,7,6
427390,8,4
427412,8,3
427434,7,2
427455,7,1
427471,6,5
427493,6,2
427511,7,3
427531,6,4
427553,6,11
427576,6,0
427598,7,2
427631,7,1
427642,6,3
427663,6,1
427685,6,5
427723,6,4
427742,7,6
427752,6,1
427786,6,1
427797,7,1
427829,7,-1
427852,7,28
427877,6,7
427897,7,5
427919,7,5
427927,6,12
427962,7,5
427984,7,7
428006,6,4
428031,7,19
428053,7,5
428059,6,1
428097,6,9
428119,7,10
428141,6,1
428163,8,13
428185,8,2
428191,6,4
428213,5,-2
428250,7,-1
428257,6,3
428280,7,6
428302,7,2
428324,6,5
428346,6,2
428368,6,0
428404,7,3
428426,7,20
428449,7,6
428471,7,6
428493,7,2
428515,6,1
428522,7,2
428543,5,-3
428580,7,2
428603,7,3
428624,7,2
428645,6,3
428657,8,2
428677,6,4
428701,9,2
428721,6,3
428745,7,6
428767,7,3
428799,6,0
428810,6,6
428845,7,32
428866,7,3
428888,6,2
428898,5,2
428920,5,5
428953,6,14
428976,6,12
428997,6,2
429009,8,11
429031,9,4
429053,8,8
429075,9,0
429109,7,2
429129,6,9
429151,6,5
429173,6,4
429197,7,1
429217,6,18
429240,8,2
429261,6,8
429283,6,3
429293,8,1
429326,7,0
429338,7,1
429360,7,1
429382,6,11
429405,7,5
429426,6,4
429448,6,3
429481,6,9
429499,7,4
429515,8,9
429536,7,6
429568,6,3
429590,6,5
429603,7,5
429633,7,1
429654,7,-1
429669,7,1
429701,6,3
429723,6,-1
429734,6,4
429756,6,6
429778,6,5
429810,6,3
429822,6,5
429844,6,1
429868,8,0
429899,7,-1
429911,7,2
429942,7,12
429964,7,5
429976,5,7
429998,6,6
430028,7,5
430050,7,8
430072,7,4
430098,7,6
430116,7,3
430138,6,2
430160,8,3
430186,7,-3
430205,7,1
430226,8,3
430233,7,2
430267,8,2
430284,7,8
430310,8,21
430333,6,1
430355,6,12
430377,7,15
430394,7,1
430409,7,0
430445,7,4
430467,8,1
430474,9,0
430509,8,97
430519,7,-3
430540,6,4
430576,6,5
430598,6,8
430620,7,5
430642,7,6
430650,4,-5
430685,7,1
430701,6,7
430723,7,1
430745,7,5
430774,8,9
430796,7,-2
430812,7,7
430838,7,4
430862,8,0
430878,6,0
430905,7,2
430927,7,2
430949,7,2
430958,6,3
430992,7,3
431015,7,3
431036,7,6
431060,7,3
431082,7,1
431107,7,4
431130,7,3
431152,7,2
431173,7,2
431196,7,1
431218,6,6
431230,7,4
431245,7,0
431283,7,7
431305,7,6
431329,6,-1
431339,7,7
431361,6,1
431393,7,1
431399,7,13
431421,7,3
431449,6,0
431481,8,4
431503,6,4
431524,8,-3
431547,6,3
431571,6,2
431591,6,1
431614,7,-1
431627,8,4
431641,7,7
431671,7,2
431702,7,2
431723,8,2
431746,5,-1
431758,7,5
431773,8,2
431802,6,5
431825,7,3
431839,5,-1
431861,6,3
431890,6,2
431912,6,3
431943,8,7
431965,6,0
431988,6,21
432010,6,2
432033,7,1
432055,7,2
432076,7,2
432100,7,11
432121,7,-2
432143,6,4
432167,7,1
432178,7,9
432200,7,4
432217,7,5
432241,7,-5
432266,7,5
432288,7,1
432321,7,2
432343,6,3
432365,9,-1
432376,6,4
432398,7,5
432420,8,2
432438,7,4
432460,6,2
432496,8,2
432515,7,8
432540,7,4
432559,8,-2
432568,6,3
432596,6,4
432618,7,1
432640,7,5
432671,7,-2
432684,7,4
432703,8,7
432728,6,4
432750,6,4
432772,7,5
432794,8,2
432812,7,13
432835,7,4
432860,6,1
432876,7,7
432904,7,3
432926,7,5
432948,7,2
432970,8,5
432992,8,7
433010,7,2
433031,8,0
433056,7,6
433079,7,11
433100,6,10
433119,6,4
433156,8,7
433177,7,8
433199,6,2
433220,7,0
433243,6,23
433258,6,2
433276,6,5
433310,8,4
433321,8,7
433342,7,-2
433375,7,0
433386,6,7
433409,5,3
433441,8,1
433456,5,4
433478,5,4
433497,7,5
433519,6,4
433541,8,2
433562,6,6
433595,5,14
433617,5,3
433628,7,1
433650,6,3
433684,7,2
433695,7,4
433716,7,65
433742,8,1
433770,7,17
433793,8,2
433805,7,9
433827,7,4
433849,7,6
433881,7,1
433893,7,14
433914,7,-3
433936,7,6
433962,5,3
433980,6,14
434002,7,5
434025,8,-2
434047,7,0
434069,8,8
434091,8,-5
434113,8,3
434135,7,-1
434157,7,10
434191,5,10
434198,6,2
434220,6,-1
434248,8,9
434270,8,2
434292,8,0
434314,6,-1
434330,6,1
434351,5,15
434374,6,1
434404,8,11
434428,8,7
434446,8,1
434462,6,7
434484,6,1
434506,6,3
434534,8,0
434550,6,9
434572,6,3
434591,6,9
434615,5,5
434638,6,3
434660,6,21
434682,6,3
434712,8,6
434734,6,-3
434754,7,3
434778,8,3
434798,7,2
434820,8,-5
434844,6,8
434858,6,3
434880,6,0
434908,8,5
434930,6,8
434946,6,0
434968,6,2
434990,5,3
435018,7,24
435040,7,3
435062,7,4
435084,7,7
435100,6,3
435122,6,13
435152,7,1
435173,5,7
435194,7,-1
435218,7,-1
435229,6,2
435254,6,5
435276,6,36
435298,8,0
435320,8,2
435355,6,5
435377,7,2
435400,7,1
435422,6,0
435429,8,13
435450,7,1
435471,6,3
435495,8,2
435517,7,1
435540,8,2
435561,8,3
435598,8,13
435620,7,-1
435642,6,9
435649,7,3
435685,6,-3
435692,7,-1
435714,7,9
435736,7,1
435761,9,7
435782,7,6
435818,7,-1
435840,5,2
435847,7,2
435868,5,5
435906,8,7
435928,8,-5
435936,7,23
435956,7,1
435994,6,1
436016,8,0
436023,6,29
436046,8,8
436082,7,4
436105,7,8
436110,8,3
436131,7,0
436152,6,4
436193,7,21
436213,6,4
436235,8,3
436258,6,8
436263,7,9
436287,7,2
436307,7,3
436330,7,4
436361,7,6
436383,6,6
436405,7,15
436429,6,9
436451,7,2
436471,6,-7
436490,7,6
436511,7,-1
436536,8,1
436558,7,1
436581,6,-3
436603,7,15
436627,6,3
436648,6,1
436670,6,5
436688,6,8
436710,7,4
436734,8,1
436757,6,3
436779,6,-1
436798,7,3
436820,7,-1
436842,7,2
436867,7,3
436889,6,9
436911,6,3
436933,6,1
436952,7,-1
436978,8,1
437000,7,17
437023,7,2
437045,7,4
437065,6,6
437087,8,3
437109,8,32
437133,8,1
437154,9,2
437176,9,2
437198,9,5
437220,8,5
437236,7,-1
437258,7,2
437289,6,2
437301,6,7
437323,6,2
437345,6,1
437374,6,0
437389,7,5
437411,6,4
437440,8,1
437456,6,1
437473,7,-9
437511,7,4
437532,6,3
437549,7,3
437572,8,8
437594,7,5
437619,6,3
437638,7,-2
437654,6,0
437675,7,6
437707,6,2
437726,6,7
437741,6,3
437764,5,1
437792,7,0
437815,7,2
437835,8,2
437857,6,7
437879,8,-2
437905,6,-3
437918,6,3
437951,8,4
437973,8,1
437988,6,3
438010,6,-1
438039,7,4
438054,6,10
438076,7,1
438086,7,5
438108,6,4
438131,7,4
438164,6,6
438174,6,-2
438196,7,7
438218,6,12
438240,6,0
438262,7,-1
438296,7,2
438325,8,1
438328,6,-3
438351,5,-4
438391,6,2
438412,6,8
438420,7,7
438438,7,1
438460,6,18
438482,7,4
438504,7,3
438527,7,3
438548,8,1
438582,6,8
438613,7,0
438614,7,1
438636,8,-1
438658,6,3
438692,7,2
438714,7,0
438725,6,0
438765,7,20
438787,7,-4
438810,6,-2
438813,6,1
438852,9,0
438864,6,-2
438887,7,1
438921,8,2
438943,6,3
438951,7,4
438975,6,4
439009,6,4
439019,7,0
439040,7,8
439062,6,3
439084,7,2
439106,7,22
439128,8,8
439149,7,3
439185,6,3
439194,6,3
439216,6,-1
439239,7,1
439273,7,6
439283,7,2
439296,7,0
439339,6,3
439348,7,25
439370,6,0
439392,6,4
439413,7,1
439436,7,4
439458,7,4
439473,10,1
439502,6,-2
439524,4,11
439559,3,22
439581,6,14
439603,6,9
439612,7,-3
439647,7,2
439669,6,11
439691,7,-3
439713,6,5
439733,7,4
439757,11,0
439779,11,0
439787,7,4
439821,6,4
439845,8,2
439867,7,2
439887,6,-3
439909,7,9
439931,6,2
439955,9,3
439977,9,1
439999,8,0
440021,6,29
440043,7,3
440065,7,7
440087,6,-3
440096,6,7
440120,7,0
440136,5,1
440174,7,2
440196,7,1
440208,7,0
440240,6,3
440262,6,0
440284,11,1
440296,5,1
440318,7,1
440350,6,7
440373,6,4
440384,5,0
440405,7,-3
440438,6,2
440460,6,2
440472,8,1
440504,6,4
440526,5,20
440537,6,1
440571,7,1
440593,7,4
440614,7,6
440626,5,9
440648,5,3
440670,6,1
440692,4,5
440714,5,7
440747,5,1
440768,6,5
440780,6,18
440802,6,5
440824,5,18
440856,6,2
440868,6,2
440890,6,11
440912,6,3
440934,7,1
440956,7,0
440986,7,3
441007,7,17
441030,6,-1
441051,8,3
