,Quarter,Yards
383134,3,2
383159,3,-5
383181,4,7
383204,4,3
383231,4,5
383245,4,1
383270,4,7
383296,4,0
383319,4,-2
383341,4,1
383365,1,5
383390,1,2
383410,1,6
383425,1,5
383447,1,1
383478,1,7
383499,1,0
383513,1,8
383527,1,0
383557,1,1
383571,1,2
383601,2,1
383632,2,2
383651,2,5
383660,2,7
383689,2,0
383711,2,5
383741,2,70
383761,2,3
383769,2,3
383808,2,5
383821,3,2
383843,3,4
383871,3,9
383893,3,3
383917,3,-1
383931,3,6
383953,3,4
383981,3,1
383996,3,3
384018,3,5
384049,4,1
384071,4,-1
384094,4,4
384110,4,0
384122,4,-4
384142,4,-5
384179,4,2
384201,4,0
384222,4,1
384243,1,4
384259,1,3
384283,1,4
384313,1,4
384324,1,11
384348,1,4
384371,1,8
384393,1,8
384419,1,3
384441,2,-2
384457,2,4
384479,2,6
384503,2,12
384529,2,0
384551,2,11
384573,2,-1
384589,2,3
384621,2,13
384633,3,9
384656,3,16
384677,3,7
384702,3,3
384721,3,9
384748,3,0
384767,3,6
384792,3,4
384819,3,3
384837,3,-2
384854,4,11
384875,4,3
384900,4,13
384922,4,1
384940,4,2
384966,4,3
384988,4,6
385010,4,2
385042,4,9
385064,4,11
385068,1,9
385091,1,0
385113,1,2
385134,1,2
385174,1,-1
385196,1,2
385200,1,0
385240,1,2
385262,1,1
385285,1,2
385290,1,2
385312,1,3
385333,1,3
385356,1,4
385377,2,2
385400,2,-1
385420,2,-3
385461,2,6
385482,2,2
385486,2,-2
385524,2,14
385530,2,5
385553,2,7
385575,2,-1
385612,2,0
385636,2,4
385659,3,0
385662,3,-1
385702,3,11
385724,3,3
385746,3,-4
385751,3,5
385773,3,5
385794,3,2
385817,3,-1
385838,3,1
385878,4,2
385901,4,3
385903,4,-2
385944,4,22
385949,4,6
385970,4,8
385992,4,2
386016,4,3
386054,4,6
386073,4,1
386098,4,-1
386121,1,15
386143,1,5
386162,1,6
386184,1,-2
386209,1,2
386231,1,9
386253,1,8
386272,1,0
386297,1,2
386302,1,28
386327,1,4
386348,1,-1
386374,1,16
386391,1,2
386426,2,5
386449,2,10
386457,2,34
386495,2,1
386517,2,1
386525,2,0
386561,2,7
386583,2,0
386594,2,2
386627,2,4
386646,2,4
386656,3,2
386679,3,0
386712,3,3
386733,3,2
386745,3,20
386765,3,0
386790,3,6
386823,3,-2
386845,3,12
386854,3,21
386877,3,-2
386898,3,4
386933,4,0
386942,4,6
386963,4,14
386990,4,3
387007,4,-2
387042,4,8
387064,4,5
387086,4,3
387111,4,-3
387129,4,8
387141,4,3
387162,4,0
387199,1,5
387220,1,12
387234,1,5
387256,1,3
387285,1,11
387294,1,2
387316,1,5
387338,1,14
387360,1,8
387396,1,1
387419,1,8
387439,1,-4
387445,1,2
387470,1,4
387492,2,0
387520,2,0
387550,2,4
387564,2,12
387586,2,0
387602,2,3
387639,2,12
387652,2,4
387682,2,1
387690,3,0
387709,3,2
387748,3,2
387770,3,-4
387778,3,0
387800,3,24
387822,3,5
387858,3,3
387879,4,2
387902,4,2
387909,4,2
387946,4,17
387960,4,3
387991,4,2
387998,4,1
388034,4,3
388048,4,2
388070,4,4
388099,4,3
388122,4,2
388141,1,5
388163,1,5
388185,1,8
388199,1,6
388221,1,2
388243,1,3
388265,1,7
388295,1,3
388309,1,10
388331,1,5
388361,1,11
388383,2,0
388397,2,5
388419,2,13
388441,2,2
388463,2,3
388485,2,2
388507,2,10
388537,2,4
388559,2,6
388581,2,10
388603,2,17
388625,2,8
388647,2,5
388661,2,7
388683,3,4
388705,3,9
388727,3,7
388757,3,4
388779,3,0
388801,3,0
388816,3,3
388845,3,0
388859,3,4
388881,4,5
388911,4,1
388933,4,2
388955,4,1
388977,4,0
388999,4,1
389013,4,3
389037,4,17
389065,4,0
389079,4,-1
389109,4,4
389131,4,1
389147,4,11
389174,1,10
389196,1,-1
389218,1,17
389242,1,6
389263,1,-3
389268,1,3
389291,1,-1
389329,1,6
389351,1,-2
389356,1,1
389382,1,0
389417,1,-2
389423,1,1
389445,1,0
389474,2,4
389489,2,1
389511,2,12
389532,2,4
389563,2,1
389593,2,4
389606,2,4
389636,2,5
389659,2,4
389680,2,1
389687,3,1
389725,3,6
389747,3,1
389771,3,6
389775,3,9
389797,3,5
389818,3,3
389857,3,3
389878,3,0
389892,3,13
389913,3,2
389928,4,13
389951,4,0
389972,4,1
389994,4,1
390017,4,-3
390045,4,6
390060,4,3
390090,4,1
390105,4,8
390135,1,4
390157,1,12
390179,1,21
390201,1,1
390223,1,2
390245,1,1
390278,1,3
390299,1,9
390321,1,12
390343,1,2
390355,1,13
390377,1,3
390399,1,3
390432,2,15
390447,2,2
390476,2,5
390498,2,-1
390519,3,-1
390541,3,13
390563,3,5
390585,3,1
390607,3,1
390618,3,5
390653,3,1
390675,3,1
390689,3,4
390711,3,2
390733,3,0
390762,3,-1
390784,3,3
390794,4,5
390828,4,5
390838,4,5
390860,4,1
390883,4,0
390904,4,1
390931,4,5
390953,4,9
390975,4,3
390997,4,1
391026,4,-1
391037,4,3
391054,4,3
391076,4,-4
391111,1,9
391135,1,2
391157,1,3
391169,1,3
391191,1,3
391212,1,10
391235,1,1
391267,1,1
391289,1,5
391311,1,2
391315,1,0
391337,2,0
391377,2,4
391389,2,3
391411,2,1
391425,2,-3
391455,2,9
391469,2,2
391499,2,1
391521,2,6
391543,2,0
391557,2,0
391579,2,0
391609,2,1
391641,2,1
391663,2,-2
391675,3,4
391707,3,1
391719,3,5
391752,3,0
391772,3,2
391777,3,5
391806,3,4
391837,4,5
391860,4,-2
391881,4,2
391904,4,3
391925,4,-2
391948,4,1
391970,4,1
391979,4,12
392003,1,2
392019,1,5
392048,1,6
392063,1,2
392085,1,1
392125,1,3
392147,1,7
392169,1,14
392191,1,11
392195,1,5
392223,1,1
392246,2,5
392279,2,-1
392296,2,2
392313,2,14
392327,2,18
392356,2,4
392384,2,4
392393,2,6
392420,2,4
392437,2,4
392467,2,1
392499,3,1
392509,3,2
392525,3,7
392547,3,1
392576,3,1
392609,3,6
392613,3,33
392642,3,7
392664,3,13
392686,3,0
392701,3,0
392723,3,14
392745,3,8
392772,4,3
392792,4,4
392814,4,6
392836,4,1
392858,4,-1
392895,4,7
392917,4,5
392924,4,4
392946,4,0
392982,4,2
393005,4,6
393012,4,6
393034,4,0
393056,4,20
393078,4,4
393099,4,9
393139,1,5
393161,1,4
393169,1,2
393192,1,16
393227,1,2
393249,1,0
393258,1,6
393280,1,3
393303,1,3
393326,1,0
393348,1,4
393370,2,3
393399,2,9
393424,2,2
393446,2,2
393456,2,7
393478,2,-2
393513,2,3
393535,2,11
393557,2,4
393579,2,20
393601,2,3
393610,3,-8
393645,3,10
393664,3,4
393676,3,18
393711,3,92
393721,3,4
393755,3,5
393773,3,2
393786,4,4
393808,4,0
393843,4,8
393865,4,0
393887,4,1
393895,4,-2
393931,4,1
393953,4,3
393955,1,39
393977,1,4
394006,1,6
394021,1,5
394062,1,12
394083,1,15
394087,1,2
394109,1,4
394131,1,5
394153,1,9
394181,1,2
394215,1,67
394237,1,2
394259,2,2
394263,2,4
394285,2,9
394314,2,1
394346,2,2
394369,2,-1
394373,2,3
394402,2,6
394435,2,0
394457,2,3
394479,2,0
394502,3,6
394505,3,1
394547,3,12
394567,3,10
394578,3,1
394611,3,2
394615,3,4
394643,3,2
394659,3,1
394700,4,10
394722,4,1
394742,4,3
394754,4,3
394776,4,6
394810,4,2
394831,1,7
394853,1,-2
394866,1,4
394888,1,2
394910,1,-1
394929,1,0
394963,1,2
394983,1,0
394997,1,5
395020,1,3
395041,1,4
395072,1,0
395095,1,-1
395113,1,2
395130,2,4
395150,2,8
395173,2,-1
395204,2,7
395226,2,2
395251,2,53
395262,2,6
395282,2,13
395305,2,2
395328,2,1
395350,2,1
395380,2,7
395402,2,4
395425,2,2
395438,3,5
395460,3,0
395481,3,9
395504,3,1
395526,3,1
395546,3,-4
395562,3,3
395591,3,0
395612,3,-4
395643,3,-4
395657,4,11
395679,4,-2
395694,4,-1
395724,4,-1
395754,4,2
395777,4,2
395798,4,0
395805,4,3
395831,4,3
395856,4,-1
395887,4,0
395898,4,9
395919,1,4
395940,1,1
395964,1,4
395985,1,4
396007,1,4
396029,1,7
396063,1,4
396085,1,-2
396094,1,2
396117,1,0
396150,1,20
396173,2,18
396195,2,-3
396206,2,2
396239,2,17
396261,2,13
396277,2,3
396293,2,7
396315,2,7
396338,3,3
396358,3,3
396381,3,11
396403,3,4
396423,3,2
396448,3,5
396468,3,1
396503,3,-1
396525,3,14
396547,3,-4
396557,3,3
396591,4,6
396613,4,6
396629,4,3
396644,4,8
396667,4,4
396687,4,-10
396723,4,3
396745,4,0
396753,4,10
396789,4,-2
396811,4,1
396833,4,1
396841,4,9
396858,1,28
396900,1,-1
396902,1,1
396927,1,5
396964,1,0
396968,1,4
396999,1,12
397012,1,4
397034,1,0
397056,1,8
397084,1,3
397105,1,3
397139,1,-1
397144,1,0
397171,2,4
397188,2,2
397210,2,8
397232,2,5
397259,2,6
397282,2,5
397316,2,-7
397341,2,9
397358,2,0
397383,2,13
397386,2,5
397408,2,23
397436,2,1
397458,2,17
397474,2,7
397496,2,1
397538,3,0
397540,3,0
397562,3,1
397584,3,6
397623,3,4
397649,3,21
397667,3,18
397689,3,5
397694,3,2
397716,3,-1
397738,3,4
397760,3,2
397782,3,-4
397807,4,7
397831,4,2
397869,4,9
397891,4,7
397892,4,2
397914,4,-1
397956,4,2
397958,4,4
397980,4,2
398010,4,15
398032,4,5
398050,4,5
398071,4,1
398094,4,3
398133,4,3
398155,4,-3
398162,4,7
398198,1,0
398217,1,9
398242,1,3
398263,1,3
398268,1,6
398306,1,4
398331,1,3
398343,1,0
398355,1,-1
398382,1,15
398399,1,16
398422,1,-1
398460,1,12
398484,2,13
398503,2,2
398510,2,-2
398551,2,4
398571,2,-2
398582,3,4
398597,3,5
398620,3,1
398657,3,3
398679,3,14
398703,3,0
398727,3,0
398729,3,3
398751,3,-4
398774,4,18
398796,4,3
398822,4,10
398839,4,-1
398862,4,0
398884,4,8
398905,4,11
398928,4,3
398949,4,2
398977,4,3
398994,4,1
399016,4,0
399048,1,5
399070,1,4
399092,1,3
399113,1,0
399136,1,12
399157,1,11
399187,1,10
399202,1,-5
399222,1,2
399252,1,5
399274,1,0
399288,1,7
399310,1,5
399332,1,3
399354,2,0
399368,2,1
399399,2,5
399420,2,1
399448,2,3
399470,2,13
399492,2,-2
399509,2,-1
399530,2,4
399553,2,3
399575,2,1
399605,2,1
399627,2,1
399640,3,1
399664,3,3
399686,3,2
399706,3,6
399730,3,6
399751,3,2
399779,3,20
399796,3,-1
399813,3,-5
399846,3,4
399861,3,1
399892,4,2
399912,4,14
399935,4,5
399957,4,6
399966,4,-1
399992,4,4
400016,4,0
400038,4,2
400060,4,4
400080,4,-2
400097,4,2
400119,4,9
400141,4,1
400173,1,2
400195,1,5
400217,1,1
400242,1,2
400259,1,1
400283,1,4
400305,1,1
400319,1,2
400339,1,3
400375,1,6
400397,1,0
400406,1,1
400437,1,16
400459,1,8
400480,1,-1
400502,2,12
400524,2,1
400538,2,4
400561,2,4
400583,2,0
400605,2,2
400627,2,4
400649,2,14
400668,2,-2
400693,3,4
400717,3,0
400744,3,6
400767,3,7
400788,3,-6
400802,3,1
400825,3,6
400847,3,2
400877,3,4
400903,3,1
400913,4,10
400938,4,9
400960,4,4
400978,4,4
400999,4,4
401024,4,8
401045,4,15
401068,4,7
401089,4,0
401114,4,6
401132,1,12
401154,1,5
401176,1,2
401198,1,18
401220,1,6
401253,1,9
401275,1,4
401297,1,8
401309,1,5
401334,1,38
401356,1,18
401385,1,5
401404,1,9
401426,1,14
401441,2,-3
401473,2,3
401485,2,4
401506,2,0
401539,2,11
401561,2,9
401583,2,10
401605,2,17
401616,2,12
401638,2,4
401664,2,0
401693,3,14
401715,3,5
401737,3,7
401752,3,4
401774,3,6
401796,3,24
401818,3,3
401847,3,2
401868,3,0
401891,3,9
401906,4,-1
401928,4,3
401950,4,2
401972,4,4
401999,4,9
402012,4,4
402035,4,4
402060,4,7
402086,4,-6
402111,4,7
402137,1,0
402145,1,1
402166,1,2
402189,1,1
402210,1,3
402247,1,5
402254,1,5
402291,2,29
402313,2,5
402334,2,1
402357,2,-3
402365,2,2
402388,2,32
402423,2,0
402432,2,8
402467,3,11
402488,3,-3
402498,3,15
402519,3,35
402542,3,2
402575,3,3
402598,3,5
402607,3,4
402630,3,13
402652,4,18
402674,4,6
402696,4,2
402731,4,5
402753,4,0
402775,4,6
402784,4,2
402806,4,7
402828,4,1
402850,4,1
402871,4,-1
402896,1,-1
402926,1,8
402948,1,2
402962,1,8
402984,1,18
403006,1,1
403028,1,8
403050,1,-3
403081,1,4
403094,1,0
403114,1,2
403147,1,2
403163,1,3
403191,2,6
403213,2,3
403226,2,3
403248,2,2
403279,2,20
403301,2,3
403314,2,3
403336,2,7
403358,2,-1
403378,2,1
403402,2,1
403424,2,6
403446,2,1
403476,2,4
403493,3,2
403520,3,9
403542,3,3
403559,3,1
403578,3,3
403603,3,3
403617,3,27
403644,3,1
403666,3,6
403697,3,1
403713,3,5
403735,3,2
403754,4,1
403784,4,2
403798,4,3
403829,4,23
403845,4,-2
403867,4,4
403895,4,9
403917,4,0
403939,4,2
403955,4,5
403977,4,-1
404007,1,2
404016,1,8
404038,1,8
404073,1,2
404082,1,1
404117,1,30
404137,1,1
404160,1,5
404183,1,10
404192,1,-1
404227,1,-3
404237,1,5
404270,1,15
404293,2,5
404314,2,2
404337,2,7
404358,2,12
404381,2,0
404403,2,1
404412,2,5
404434,2,3
404456,2,3
404491,2,4
404513,2,1
404522,3,2
404556,3,6
404577,3,2
404588,3,0
404623,3,-2
404632,3,7
404667,3,3
404689,3,4
404711,3,6
404733,4,3
404755,4,12
404775,4,10
404799,4,1
404821,4,1
404840,4,5
404857,4,8
404884,4,4
404906,4,7
404929,1,-1
404952,1,0
404961,1,6
404983,1,1
405006,1,8
405026,1,12
405050,1,1
405083,1,14
405106,1,3
405116,2,4
405145,2,3
405171,2,2
405195,2,5
405203,2,5
405226,2,0
405260,2,-3
405270,2,10
405291,3,14
405313,3,4
405336,3,0
405368,3,17
405393,3,0
405401,3,5
405423,3,2
405445,3,4
405469,3,5
405489,3,0
405512,3,5
405533,3,2
405569,4,5
405578,4,8
405599,4,23
405632,4,11
405654,4,7
405678,4,5
405700,4,3
405710,4,2
405742,4,13
405764,4,-5
405776,4,2
405797,4,2
405819,4,2
405842,1,-4
405873,1,2
405894,1,0
405921,1,5
405935,1,0
405965,1,6
405982,1,7
405996,1,4
406024,1,8
406053,1,1
406062,1,3
406092,1,0
406116,1,3
406128,1,3
406150,2,2
406172,2,1
406207,2,5
406229,2,3
406233,2,2
406273,2,6
406295,2,12
406312,2,5
406321,2,3
406361,2,4
406383,3,15
406405,3,6
406414,3,1
406449,3,5
406458,3,1
406480,3,3
406515,3,17
406536,3,7
406559,3,11
406568,3,-2
406598,3,2
406625,4,1
406647,4,1
406669,4,15
406691,4,2
406707,4,1
406722,4,0
406745,4,2
406765,1,1
406785,1,-1
406822,1,5
406842,1,-2
406862,1,20
406886,1,7
406910,1,-1
406920,1,2
406942,1,7
406963,1,6
406982,1,6
407004,1,-1
407030,1,-1
407063,2,10
407071,2,1
407108,2,-1
407126,2,5
407150,2,6
407172,2,6
407194,2,8
407218,2,2
407238,2,5
407260,2,2
407282,2,5
407302,2,-3
407326,2,4
407348,3,-1
407371,3,21
407391,3,4
407415,3,-2
407426,3,-1
407446,3,-1
407478,3,2
407502,3,2
407525,4,-4
407547,4,-5
407557,4,-2
407590,4,2
407600,4,1
407634,4,2
407656,4,2
407677,4,4
407691,1,4
407709,1,1
407735,1,3
407768,1,2
407790,1,8
407812,1,11
407826,1,3
407856,1,1
407878,1,12
407900,1,8
407911,1,5
407944,2,-1
407955,2,2
407980,2,-2
407999,2,10
408021,2,8
408042,2,3
408076,2,14
408098,2,5
408120,2,4
408142,3,24
408164,3,-1
408174,3,0
408197,3,3
408219,3,5
408252,3,0
408266,3,-1
408296,3,-3
408318,3,3
408329,3,2
408350,3,2
408376,4,1
408395,4,6
408420,4,0
408444,4,0
408464,4,4
408486,4,-4
408496,1,2
408519,1,11
408540,1,5
408570,1,-1
408585,1,2
408625,1,2
408645,1,1
408650,1,-2
408690,1,3
408713,1,8
408735,1,1
408757,1,1
408767,1,2
408801,2,6
408805,2,4
408827,2,0
408866,2,7
408878,2,1
408909,2,1
408931,2,3
408957,2,18
408977,3,6
408999,3,-1
409020,3,0
409043,3,0
409048,3,3
409070,3,1
409091,3,-2
409131,3,9
409153,3,7
409175,3,0
409196,4,7
409218,4,4
409240,4,7
409262,4,3
409273,4,16
409309,4,7
409331,4,2
409353,4,3
409361,4,5
409383,4,11
409407,4,0
409429,4,4
409451,4,2
409472,4,5
409507,1,8
409529,1,1
409551,1,6
409573,1,1
409583,1,5
409605,1,15
409627,1,3
409641,1,-1
409683,1,9
409705,1,10
409720,1,11
409749,1,-4
409769,1,6
409793,2,9
409815,2,5
409837,2,5
409845,2,8
409867,2,-6
409901,2,5
409912,2,9
409934,2,1
409956,2,8
409979,2,1
410013,2,6
410035,2,4
410036,2,11
410079,2,5
410087,3,3
410123,3,23
410145,3,1
410154,3,9
410176,3,0
410197,3,28
410219,3,0
410242,3,2
410277,3,4
410299,3,14
410321,4,13
410343,4,2
410353,4,3
410375,4,12
410388,4,5
410419,4,5
410453,4,4
410475,4,2
410497,4,6
410519,4,3
410541,4,2
410563,4,3
410585,4,0
410607,4,0
410620,1,1
410632,1,3
410654,1,11
410675,1,-3
410698,1,-2
410731,1,4
410753,1,3
410775,1,2
410785,1,15
410807,1,2
410831,1,8
410869,1,4
410884,1,-1
410906,1,6
410929,2,3
410941,2,5
410972,2,1
410983,2,21
411005,2,3
411039,2,5
411061,2,3
411089,2,1
411110,2,0
411115,2,5
411139,3,0
411161,3,11
411183,3,0
411223,3,0
411236,3,2
411258,3,1
411269,3,6
411291,3,7
411312,3,1
411335,3,2
411356,3,2
411391,4,3
411413,4,7
411424,4,6
411446,4,16
411469,4,0
411500,4,9
411522,4,2
411533,4,3
411555,4,1
411577,4,4
411598,4,0
411621,4,3
411643,4,2
411681,1,9
411689,1,9
411711,1,1
411747,1,5
411768,1,4
411790,1,4
411813,1,3
411835,1,8
411857,1,6
411879,1,3
411887,1,1
411922,1,5
411931,1,7
411952,1,1
411987,1,7
412011,1,3
412023,2,4
412045,2,6
412077,2,2
412085,2,11
412107,2,7
412129,2,10
412155,2,10
412177,2,1
412209,2,2
412230,2,1
412239,2,3
412261,2,2
412297,2,1
412309,2,-1
412341,2,6
412353,2,8
412375,3,24
412397,3,4
412419,3,5
412452,3,6
412473,3,4
412495,3,2
412506,3,4
412529,3,2
412551,3,6
412572,3,2
412595,3,7
412618,3,1
412639,3,4
412662,3,-1
412693,3,1
412713,4,-2
412727,4,-1
412749,4,7
412770,4,2
412792,4,7
412814,4,-2
412847,4,10
412869,4,53
412891,4,0
412902,4,1
412935,4,-1
412956,4,2
412979,4,-2
413001,4,4
413021,4,7
413044,4,1
413065,1,1
413089,1,5
413112,1,3
413137,1,3
413147,1,7
413178,1,0
413200,1,-1
413212,1,0
413234,2,7
413256,2,41
413288,2,2
413300,2,1
413322,2,1
413345,2,0
413376,2,3
413401,2,2
413423,2,4
413441,2,20
413464,3,2
413487,3,7
413509,3,2
413521,3,5
413552,3,5
413574,3,4
413599,3,3
413616,3,1
413631,3,8
413654,3,7
413676,3,3
413706,3,1
413720,3,4
413742,4,3
413764,4,4
413793,4,5
413819,4,0
413837,4,0
413851,4,0
413873,4,6
413895,4,3
413926,4,3
413949,4,7
413961,1,-1
413986,1,38
414015,1,7
414030,1,5
414052,1,1
414081,1,1
414103,1,6
414125,1,16
414146,2,3
414169,2,8
414184,2,14
414203,2,1
414225,2,28
414257,2,0
414270,2,6
414292,2,6
414314,2,3
414338,2,8
414367,2,5
414379,2,-4
414404,3,7
414433,3,3
414454,3,8
414470,3,4
414492,3,1
414518,3,-1
414536,3,1
414556,3,6
414568,3,-8
414602,3,-1
414630,3,9
414646,4,4
414674,4,0
414690,4,0
414712,4,17
414734,4,3
414756,4,1
414778,4,0
414798,4,7
414826,4,0
414848,4,0
414871,4,-3
414886,4,8
414919,1,6
414941,1,3
414963,1,3
414972,1,2
415007,1,4
415016,1,2
415039,1,9
415073,1,4
415094,1,11
415117,1,4
415132,1,5
415158,1,6
415177,1,2
415204,1,4
415224,1,6
415249,1,1
415270,1,3
415287,1,5
415311,2,6
415324,2,-1
415358,2,20
415373,2,11
415395,2,7
415424,2,-2
415447,2,11
415462,2,7
415488,2,4
415512,2,2
415522,2,1
415553,2,1
415568,3,2
415601,3,5
415622,3,3
415632,3,3
415655,3,7
415677,3,0
415711,3,1
415732,3,2
415749,3,4
415770,3,3
415799,3,2
415820,3,2
415842,3,0
415864,3,-1
415886,4,2
415908,4,-1
415931,4,0
415952,4,4
415974,4,1
415996,4,1
416015,1,5
416037,1,4
416050,1,2
416081,1,-1
416094,1,27
416125,1,2
416147,1,8
416169,1,1
416182,2,3
416204,2,6
416226,2,1
416248,2,-1
416279,2,5
416301,2,4
416322,2,4
416335,2,3
416358,2,2
416380,3,3
416402,3,5
416424,3,9
416446,3,5
416477,3,-1
416499,3,4
416521,3,5
416534,3,1
416565,3,24
416587,4,2
416609,4,-1
416631,4,5
416651,4,0
416666,4,4
416692,1,2
416714,1,1
416736,1,1
416755,1,1
416777,1,7
416805,2,8
416827,2,1
416846,2,0
416870,2,7
416890,2,4
416908,2,3
416930,2,3
416952,2,-3
416975,2,1
417005,2,2
417019,3,7
417039,3,4
417066,3,9
417088,3,3
417112,3,5
417132,3,8
417154,3,4
417176,3,4
417198,3,4
417220,4,1
417242,4,3
417264,4,7
417286,4,1
417308,4,7
417330,4,27
417352,4,1
417374,4,1
417392,4,1
417414,4,0
417437,4,10
417468,1,2
417489,1,6
417513,1,7
417534,1,16
417557,1,2
417562,1,0
417585,1,-1
417607,1,2
417642,1,7
417665,1,1
417673,2,2
417694,2,1
417717,2,4
417738,2,9
417775,2,1
417798,2,11
417819,2,1
417842,2,4
417864,2,-1
417871,3,5
417893,3,1
417930,3,2
417941,3,8
417973,3,16
417995,3,8
418002,3,3
418025,3,8
418047,3,1
418084,3,1
418105,3,9
418127,4,2
418138,4,8
418159,4,1
418193,4,9
418215,4,3
418238,4,1
418259,4,8
418281,4,7
418302,4,3
418326,4,2
418347,4,0
418369,4,1
418391,4,-1
418417,1,18
418438,1,9
418452,1,-2
418470,1,-1
418491,1,0
418514,1,-5
418535,1,4
418570,1,13
418584,1,2
418606,1,12
418628,1,5
418650,2,9
418681,2,4
418701,2,5
418716,2,3
418728,2,1
418768,2,5
418782,2,5
418812,2,2
418826,2,4
418855,2,8
418866,2,3
418887,2,3
418910,3,-2
418934,3,3
418956,3,0
418987,3,2
419009,3,9
419032,3,9
419046,3,5
419063,3,4
419088,3,-3
419110,3,0
419141,3,2
419156,4,5
419185,4,-1
419208,4,4
419222,4,4
419235,1,2
419261,1,11
419283,1,3
419301,1,0
419323,1,6
419345,1,1
419385,1,6
419407,1,5
419429,1,3
419451,1,8
419455,1,0
419474,2,-2
419499,2,4
419539,2,5
419561,2,0
419564,2,12
419587,2,4
419609,2,5
419630,2,14
419671,2,19
419693,2,7
419715,3,5
419737,3,9
419759,3,2
419781,3,6
419803,3,4
419825,3,9
419840,3,2
419867,3,0
419884,3,15
419894,3,3
419921,3,1
419957,3,1
419973,3,5
419996,3,6
420023,3,4
420045,4,9
420067,4,0
420089,4,5
420111,4,5
420133,4,0
420141,4,5
420172,4,2
420199,4,1
420221,4,5
420229,4,0
420258,4,6
420280,4,3
420302,4,9
420323,4,5
420343,1,2
420372,1,2
420387,1,0
420407,1,3
420430,1,2
420451,1,7
420475,1,4
420504,1,6
420519,1,4
420539,1,7
420555,1,6
420578,1,10
420606,1,2
420627,2,3
420650,2,16
420665,2,11
420687,2,5
420715,2,2
420737,2,5
420761,2,-1
420783,2,7
420803,2,14
420824,2,43
420847,2,15
420869,2,6
420883,2,0
420914,2,1
420937,2,6
420959,2,4
420977,2,2
420999,2,13
421023,3,6
421047,3,7
421069,3,4
421091,3,3
421112,3,8
421127,3,1
421156,3,-4
421177,3,-3
421201,3,3
421221,3,5
421238,3,-1
421259,3,-1
421284,4,1
421311,4,0
421333,4,3
421346,4,2
421368,4,0
421399,4,6
421421,4,1
421443,4,-4
421457,4,0
421487,4,6
421509,4,5
421531,4,0
421548,1,-2
421574,1,4
421605,1,5
421627,1,1
421640,1,16
421662,1,3
421693,1,7
421715,1,1
421738,1,-3
421749,1,2
421772,1,1
421791,2,1
421813,2,1
421839,2,0
421869,2,0
421882,2,0
421901,2,10
421936,2,25
421948,2,4
421970,2,2
421992,2,1
422023,2,3
422045,3,2
422067,3,15
422089,3,6
422102,3,15
422124,3,2
422146,3,-4
422168,3,2
422190,3,-1
422221,3,4
422243,3,4
422266,3,1
422278,3,12
422300,3,6
422322,4,-2
422342,4,2
422366,4,1
422388,4,-2
422419,4,59
422441,4,15
422464,4,-1
422476,4,-3
422498,1,1
422516,1,3
422542,1,2
422563,1,1
422595,1,4
422617,1,3
422639,1,0
422660,1,-4
422683,1,-4
422696,2,7
422718,2,-1
422740,2,7
422762,2,2
422784,2,4
422806,2,7
422828,2,-2
422850,2,0
422872,2,0
422894,2,1
422916,2,2
422947,2,32
422956,2,13
422982,2,-1
423013,3,19
423026,3,1
423057,3,3
423070,3,1
423092,3,-2
423123,3,3
423146,3,3
423166,3,0
423188,3,7
423202,3,5
423224,3,2
423246,3,5
423268,3,3
423290,3,0
423309,3,-12
423343,4,6
423364,4,17
423380,4,10
423400,4,3
423422,4,4
423444,4,27
423466,4,5
423488,4,0
423501,1,7
423523,1,1
423563,1,16
423584,1,7
423589,1,5
423619,1,6
423632,1,-1
423662,1,6
423695,1,7
423699,1,7
423728,1,3
423761,1,3
423765,2,5
423787,2,1
423816,2,1
423849,2,3
423871,2,3
423892,2,3
423915,2,5
423937,2,1
423959,2,2
423980,2,0
424003,3,3
424014,3,3
424029,3,3
424069,3,3
424091,3,0
424095,3,0
424117,3,10
424139,3,5
424161,3,1
424183,4,23
424213,4,14
424245,4,10
424267,4,25
424289,4,-1
424300,4,-5
424333,4,3
424355,4,9
424377,4,4
424381,4,0
424410,4,4
424443,4,-2
424465,4,4
424487,4,5
424509,4,0
424529,1,0
424551,1,3
424575,1,1
424588,1,7
424606,1,2
424632,1,2
424654,1,0
424686,1,-2
424708,1,8
424716,1,4
424737,1,4
424771,2,3
424786,2,2
424804,2,4
424830,2,3
424852,2,12
424874,2,5
424896,2,7
424913,2,6
424940,2,0
424962,2,6
424984,2,2
425006,3,31
425028,3,2
425045,3,3
425072,3,4
425090,3,3
425116,3,9
425138,3,0
425169,3,3
425188,3,12
425214,3,4
425222,3,27
425244,3,0
425276,3,5
425298,3,7
425314,4,33
425332,4,1
425358,4,5
425375,4,0
425402,4,0
425424,4,1
425446,4,2
425478,4,5
425486,4,3
425508,4,24
425534,1,1
425556,1,4
425578,1,26
425598,1,8
425620,1,8
425655,1,2
425666,1,2
425688,1,1
425710,1,2
425742,1,0
425764,1,5
425776,2,3
425808,2,0
425831,2,32
425853,2,-4
425864,2,4
425886,2,51
425919,2,5
425941,2,1
425963,3,1
425985,3,6
426007,3,6
426018,3,3
426040,3,4
426072,3,19
426094,3,2
426116,3,7
426138,3,2
426148,3,5
426170,3,7
426192,3,-3
426226,4,8
426248,4,15
426270,4,11
426292,4,3
426314,4,1
426326,4,-1
426348,4,1
426381,4,3
426402,4,-1
426424,4,0
426446,4,1
